Asset_ID,Bank,Asset_Category,Asset_Amount,Currency,Rating,Buffer_Amount,LCR_Compliance
AS000697,Citigroup,Bonds,4525.338806322111,USD,AA,13341.680841678199,True
AS000698,Barclays,Bonds,89714.92611980657,EUR,CCC,13505.091823147808,False
AS000699,Deutsche Bank,Cash,27919.04243173246,CAD,A,40957.64045564837,True
AS000700,HSBC,Stocks,25028.475463989213,EUR,AAA,69802.6542859649,True
AS000701,Barclays,Bonds,34046.45502300912,CAD,BBB,12913.777820352823,False
AS000702,Barclays,Cash,79557.32680215586,USD,BBB,24286.30238172572,False
AS000703,Barclays,Cash,196981.54680998487,USD,AA,34027.57869154189,False
AS000704,Citigroup,Cash,48526.80316318893,EUR,BBB,6883.458663385302,False
AS000705,Barclays,Cash,151561.32453489373,CAD,A,76427.74620568861,False
AS000706,HSBC,Cash,53435.05437320623,USD,A,50032.79971490008,False
AS000707,HSBC,Cash,197075.38631597368,GBP,BBB,23340.88761709798,False
AS000708,Barclays,Bonds,13468.838077339555,USD,AA,45547.60942649084,True
AS000709,Citigroup,Cash,495669.8415126018,CAD,AA,26934.689303554394,False
AS000710,Citigroup,Bonds,171693.475648058,USD,BBB,29394.705295119795,False
AS000711,Barclays,Bonds,122531.60739759171,USD,BB,36602.31072606826,False
AS000712,HSBC,Bonds,29479.384807815542,USD,BB,35122.06979529527,True
AS000713,Citigroup,Bonds,217664.4074073985,GBP,BBB,4083.8852284959717,False
AS000714,Deutsche Bank,Cash,65762.32983830076,GBP,BB,8433.086933608145,False
AS000715,Barclays,Bonds,8887.442599143504,CAD,BBB,100663.75159196336,True
AS000716,HSBC,Cash,144065.59774723407,CAD,AA,151358.72264769845,True
AS000717,Barclays,Cash,63612.59586899685,USD,BBB,11651.78939620539,False
AS000718,Barclays,Cash,221026.73358848775,USD,AA,40796.366497519615,False
AS000719,Citigroup,Cash,511723.64212354505,CAD,A,21352.865152954393,False
AS000720,HSBC,Cash,227292.0605034184,CAD,A,8027.419074494294,False
AS000721,Citigroup,Bonds,151168.373817233,EUR,AAA,45911.878978452296,False
AS000722,Deutsche Bank,Stocks,35291.366150669724,USD,AA,4675.202509792755,False
AS000723,Barclays,Stocks,51400.38143069026,USD,AA,33087.658185155786,False
AS000724,Citigroup,Cash,258454.94125834008,CAD,AA,38777.53877809683,False
AS000725,HSBC,Cash,11245.424460091359,GBP,A,17901.31287112231,True
AS000726,HSBC,Stocks,3614.4142292243237,CAD,AA,17084.338234549276,True
AS000727,Deutsche Bank,Bonds,68955.55877099131,GBP,AA,20985.02049739432,False
AS000728,HSBC,Cash,143567.80315555295,GBP,BBB,9023.226210108223,False
AS000729,Deutsche Bank,Cash,10015.445892703568,EUR,A,13326.738072784072,True
AS000730,Deutsche Bank,Stocks,43870.14871244428,GBP,A,124703.9088271877,True
AS000731,Barclays,Cash,74056.39447492854,GBP,BBB,18767.555131530145,False
AS000732,Citigroup,Cash,293361.64956699463,USD,BB,9488.48497558596,False
AS000733,Deutsche Bank,Cash,42757.97905826911,USD,A,35268.15339468826,False
AS000734,Citigroup,Bonds,86194.0592355648,GBP,AAA,7612.337357897098,False
AS000735,Citigroup,Cash,13393.412576118175,EUR,BBB,39976.50920118858,True
AS000736,Deutsche Bank,Bonds,740787.2060000114,GBP,B,23070.21849694536,False
AS000737,Deutsche Bank,Bonds,117987.1209100125,EUR,BB,29168.963102627462,False
AS000738,Barclays,Stocks,38020.300867746184,EUR,B,13868.776835896319,False
AS000739,Deutsche Bank,Bonds,192311.9624833071,EUR,BBB,35757.828728377426,False
AS000740,Deutsche Bank,Bonds,220003.79947047305,CAD,BBB,11034.658674659691,False
AS000741,Barclays,Stocks,3368.0712355882433,EUR,BBB,46419.43358618444,True
AS000742,Deutsche Bank,Cash,13318.755071932495,EUR,BB,29690.340436914303,True
AS000743,HSBC,Cash,165435.2781060233,CAD,AAA,22491.785485985773,False
AS000744,Citigroup,Cash,90688.5320076969,GBP,D,146172.54923901244,True
AS000745,Barclays,Cash,77373.55634980676,GBP,BBB,15352.383606982956,False
AS000746,Citigroup,Cash,340710.8555588578,EUR,AAA,56280.13931488045,False
AS000747,Barclays,Cash,73558.82628711364,USD,BBB,19266.019085727785,False
AS000748,Citigroup,Cash,41148.02510049145,GBP,B,5687.602786765556,False
AS000749,Citigroup,Bonds,53285.807378699144,GBP,AA,11014.039552728917,False
AS000750,Barclays,Cash,26166.82206467249,GBP,D,86366.87866929095,True
AS000751,Barclays,Bonds,120488.94176530791,EUR,BBB,10994.954571252783,False
AS000752,Deutsche Bank,Bonds,363171.66370174865,CAD,A,14862.386198495231,False
AS000753,HSBC,Cash,240376.22131860425,USD,AA,50800.5911336268,False
AS000754,Citigroup,Cash,154684.65699579281,CAD,BBB,48824.55333405052,False
AS000755,HSBC,Cash,169624.862933842,GBP,BBB,93009.03760636415,False
AS000756,Deutsche Bank,Cash,5990.389017120233,USD,BBB,28256.47270339251,True
AS000757,HSBC,Stocks,288455.4214617215,CAD,A,148514.0603467348,False
AS000758,Barclays,Stocks,1100692.9846392437,USD,BBB,11877.247256059747,False
AS000759,Citigroup,Cash,1615.3638317632197,EUR,A,124704.88080336711,True
AS000760,HSBC,Cash,24094.822835014947,CAD,AA,125980.13597704236,True
AS000761,Barclays,Bonds,168063.0941147017,CAD,BB,79480.9655173541,False
AS000762,Deutsche Bank,Cash,50940.5203968308,GBP,A,25953.245351302594,False
AS000763,HSBC,Cash,18696.182610766016,GBP,A,13333.73278296292,False
AS000764,HSBC,Cash,59631.81507946505,GBP,BBB,22922.89258099437,False
AS000765,Citigroup,Bonds,385568.57288372447,GBP,A,46312.62611164838,False
AS000766,Citigroup,Stocks,27739.57016854494,CAD,BB,25031.670932461697,False
AS000767,Deutsche Bank,Cash,22081.26029763232,CAD,A,74840.16498917271,True
AS000768,Barclays,Bonds,750890.1785094518,EUR,BB,22484.14098598345,False
AS000769,HSBC,Bonds,78287.38679932212,EUR,B,8724.866086347383,False
AS000770,HSBC,Cash,42776.84842290128,USD,AAA,64412.141796596035,True
AS000771,Deutsche Bank,Cash,47581.03135714796,GBP,BBB,21211.790615568956,False
AS000772,HSBC,Cash,92423.20416125767,EUR,A,6713.103926213046,False
AS000773,Barclays,Stocks,54060.790290445635,GBP,BBB,13539.734081819544,False
AS000774,Barclays,Cash,32041.007629270356,USD,BBB,39429.10636229516,True
AS000775,HSBC,Bonds,63792.729980044096,GBP,B,32928.250870894175,False
AS000776,Deutsche Bank,Bonds,67957.34210340602,EUR,BBB,31008.591233382813,False
AS000777,Barclays,Cash,80235.87949365526,EUR,AA,4623.450321406685,False
AS000778,Barclays,Bonds,82302.81850354625,USD,BBB,44173.5262636426,False
AS000779,Barclays,Cash,101246.40116557814,EUR,AA,14846.72545350774,False
AS000780,Deutsche Bank,Bonds,158773.82519888616,USD,BB,27010.482599723004,False
AS000781,Barclays,Bonds,21906.424756807108,CAD,BBB,3094.1005190708297,False
AS000782,Deutsche Bank,Cash,18071.573754622463,USD,BBB,47557.395840656376,True
AS000783,Deutsche Bank,Cash,71508.27356735712,EUR,A,8660.298097642564,False
AS000784,Citigroup,Cash,1390470.4695236133,CAD,AA,30375.757749383127,False
AS000785,HSBC,Cash,230105.21328095393,USD,AA,85204.36746737063,False
AS000786,Citigroup,Bonds,29184.83207669017,USD,A,23247.677663368555,False
AS000787,HSBC,Bonds,72105.75751485142,CAD,AAA,48654.62710969654,False
AS000788,HSBC,Bonds,135416.73227982866,USD,BBB,5417.824721077719,False
AS000789,HSBC,Cash,86905.9694097469,USD,A,25357.70602329995,False
AS000790,Citigroup,Cash,202228.00199775476,GBP,BBB,28872.726612251885,False
AS000791,Deutsche Bank,Stocks,8040.968725022905,EUR,BBB,107135.62011944516,True
AS000792,HSBC,Cash,54175.483373568895,USD,BBB,127926.3479198129,True
AS000793,Barclays,Stocks,234987.8508062332,CAD,A,67565.54572325737,False
AS000794,Barclays,Cash,28425.73458505683,CAD,BBB,7662.239746173909,False
AS000795,HSBC,Cash,31242.750499769554,EUR,A,16523.124638047055,False
AS000796,Barclays,Cash,27142.988033821533,CAD,AA,113047.05743506171,True
AS000797,HSBC,Bonds,112153.38167789612,EUR,A,44141.35186402177,False
AS000798,HSBC,Cash,67784.01094956299,EUR,BB,8521.349894646228,False
AS000799,Citigroup,Stocks,4768.231693194389,USD,BB,6377.975499599792,True
AS000800,Barclays,Bonds,28173.290607160383,GBP,BBB,20765.14808967106,False
AS000801,Citigroup,Bonds,18339.034007796086,CAD,BBB,14741.621375122106,False
AS000802,Citigroup,Bonds,45674.45045220892,EUR,AA,10548.67543020987,False
AS000803,Deutsche Bank,Cash,68870.59068531488,CAD,A,7443.243924374406,False
AS000804,HSBC,Stocks,116190.8428745432,EUR,BBB,68756.08857962948,False
AS000805,Barclays,Bonds,557753.9633803405,USD,BB,26674.91208087714,False
AS000806,Barclays,Stocks,120601.24034020273,GBP,BBB,25428.39708456129,False
AS000807,HSBC,Cash,508437.85235037544,CAD,BBB,9446.930274832197,False
AS000808,Citigroup,Stocks,54447.309571618316,EUR,AAA,15935.2775147359,False
AS000809,Citigroup,Stocks,112575.49675056919,GBP,BBB,13442.988770799107,False
AS000810,HSBC,Stocks,13255.02777751492,CAD,A,4310.742507736559,False
AS000811,Citigroup,Cash,50449.925377487,USD,BBB,10395.535638931262,False
AS000812,HSBC,Bonds,7381.037083470033,EUR,BBB,13022.488566324715,True
AS000813,Deutsche Bank,Bonds,386324.2449080193,USD,AA,31222.425571900632,False
AS000814,HSBC,Cash,66837.00338136031,USD,A,16964.328402999436,False
AS000815,Barclays,Stocks,32208.13634091857,CAD,BBB,5615.821694447823,False
AS000816,HSBC,Cash,8164.623756033699,GBP,CCC,82268.7515509587,True
AS000817,Deutsche Bank,Stocks,102282.77538298935,GBP,A,35121.63939654424,False
AS000818,Barclays,Stocks,916918.0051163547,GBP,A,2982.0654377888764,False
AS000819,Barclays,Stocks,478229.08372968173,CAD,AA,69591.10617853058,False
AS000820,Barclays,Bonds,197747.43339930775,EUR,AA,16359.966679215819,False
AS000821,HSBC,Stocks,17661.71780887153,EUR,AA,54655.66946663937,True
AS000822,Citigroup,Cash,49813.05006488975,GBP,BBB,16710.165729460074,False
AS000823,Barclays,Cash,34680.752709511034,USD,BBB,13286.995292341346,False
AS000824,Barclays,Bonds,277701.95068931347,CAD,BBB,14537.98298103318,False
AS000825,Barclays,Cash,149394.79436719336,EUR,BBB,81498.39858257849,False
AS000826,Citigroup,Bonds,9645.058074443406,EUR,BBB,14724.000548196616,True
AS000827,Citigroup,Stocks,241153.77405556117,USD,AAA,46366.69170982501,False
AS000828,HSBC,Cash,674789.4852319647,CAD,D,13278.2656395041,False
AS000829,Citigroup,Bonds,3887.4565685303387,CAD,BB,27678.27782941025,True
AS000830,HSBC,Stocks,12325.713057114697,CAD,AAA,28872.711490485377,True
AS000831,Deutsche Bank,Cash,5547.918120211428,USD,BB,14423.634731962695,True
AS000832,Barclays,Bonds,52725.7275529604,CAD,BB,4661.956676454447,False
AS000833,HSBC,Cash,209710.62466789514,GBP,A,53693.453960688195,False
AS000834,Deutsche Bank,Cash,99309.62775182533,GBP,BBB,4097.9707675951795,False
AS000835,Deutsche Bank,Cash,4506.210443812728,CAD,A,11830.328037519681,True
AS000836,HSBC,Cash,87085.82722910107,CAD,A,26408.985147311643,False
AS000837,HSBC,Stocks,198257.0466609263,GBP,BBB,11737.934621465463,False
AS000838,Deutsche Bank,Bonds,40897.68515192667,EUR,AAA,7131.111716885207,False
AS000839,Deutsche Bank,Stocks,61793.30448947115,EUR,BBB,29414.570978966196,False
AS000840,Barclays,Stocks,312771.42828185,CAD,AA,34504.297003316075,False
AS000841,Citigroup,Cash,52014.19147588267,USD,BBB,17981.654718150625,False
AS000842,HSBC,Cash,63105.24927721255,USD,AA,13664.34485622851,False
AS000843,Citigroup,Cash,64080.63852542795,GBP,AA,24682.321063498912,False
AS000844,Citigroup,Stocks,309182.4241666429,GBP,A,61005.16971128725,False
AS000845,Barclays,Cash,1073736.2554472545,EUR,B,31352.639062501417,False
AS000846,Barclays,Cash,21813.41895385256,EUR,AA,45336.930023082394,True
AS000847,Citigroup,Bonds,88111.1107705312,CAD,A,74174.39826500101,False
AS000848,Citigroup,Cash,45323.239684046646,USD,A,811.9286884896728,False
AS000849,Barclays,Cash,120231.96951099802,GBP,AA,4384.897549275276,False
AS000850,Deutsche Bank,Cash,31128.450291503843,EUR,BB,12294.163580020113,False
AS000851,Deutsche Bank,Cash,61418.27810542358,USD,BBB,34953.28869232296,False
AS000852,Citigroup,Bonds,41602.915361512954,USD,AAA,8429.99791325662,False
AS000853,Citigroup,Cash,20878.536772557996,GBP,BB,30500.14515240378,True
AS000854,Citigroup,Cash,79617.29927283443,CAD,BBB,23782.031728673184,False
AS000855,Deutsche Bank,Bonds,137350.84381331614,GBP,BB,22349.063979654413,False
AS000856,HSBC,Bonds,203924.59779726662,USD,BB,2738.3112625398962,False
AS000857,Deutsche Bank,Bonds,348911.8791374756,GBP,AA,30266.19521478698,False
AS000858,Deutsche Bank,Cash,16177.62855597374,EUR,BBB,12967.489323268856,False
AS000859,Citigroup,Cash,41074.829933095425,GBP,AAA,25174.77731240174,False
AS000860,Deutsche Bank,Cash,22429.099505342394,GBP,A,5215.755511542474,False
AS000861,Citigroup,Bonds,410162.52361488604,GBP,AA,35569.48713817477,False
AS000862,Deutsche Bank,Cash,100286.04124810957,USD,A,10455.185180244081,False
AS000863,Barclays,Cash,150352.46376079955,CAD,BBB,13660.307008448415,False
AS000864,Citigroup,Cash,45317.48662762981,EUR,AAA,93458.61813076152,True
AS000865,Deutsche Bank,Cash,387757.8646295937,USD,A,19427.170525773334,False
AS000866,Citigroup,Bonds,90265.89428480236,USD,AAA,8788.121318657553,False
AS000867,HSBC,Stocks,29720.64942412445,USD,AAA,2206.2245482073386,False
AS000868,Barclays,Bonds,105442.29666357464,GBP,BB,42453.74117188912,False
AS000869,HSBC,Stocks,542518.9262965681,GBP,AAA,65752.47717162682,False
AS000870,Citigroup,Bonds,15751.65491585804,EUR,AAA,2070.6692300935947,False
AS000871,Deutsche Bank,Bonds,4546.392558341008,USD,BBB,29875.949318243653,True
AS000872,HSBC,Stocks,149190.34501655764,GBP,B,206049.65011649654,True
AS000873,Barclays,Bonds,60143.69533646905,USD,BB,12381.447685352705,False
AS000874,Deutsche Bank,Cash,14831.97920290981,USD,BB,10629.253125412994,False
AS000875,HSBC,Stocks,19166.506547215915,USD,BBB,19725.644885541624,True
AS000876,Citigroup,Cash,246142.3755278523,USD,AAA,13125.469556901762,False
AS000877,Barclays,Cash,121091.19648848465,EUR,A,51575.12067349652,False
AS000878,Deutsche Bank,Bonds,14346.724019241277,USD,BBB,50531.96469175459,True
AS000879,Deutsche Bank,Cash,735494.7926671618,GBP,BB,20095.106887587313,False
AS000880,Citigroup,Stocks,217693.13922392036,EUR,A,17380.51154986911,False
AS000881,Barclays,Bonds,72709.87166427297,GBP,BB,7581.488317062579,False
AS000882,Barclays,Cash,26713.498832906775,USD,A,40431.286124426944,True
AS000883,HSBC,Cash,67782.17405406808,GBP,BB,13649.404470515985,False
AS000884,HSBC,Stocks,178322.35155903132,CAD,AAA,5845.524594824525,False
AS000885,HSBC,Bonds,13482.89182640235,EUR,A,9524.46568101072,False
AS000886,Barclays,Bonds,167273.91224255235,USD,BB,74592.3611479448,False
AS000887,Citigroup,Cash,13030.553392155845,USD,A,17722.44433484584,True
AS000888,Citigroup,Cash,5937.9647789369355,GBP,A,12924.262407362461,True
AS000889,Citigroup,Cash,727927.4788448343,USD,BBB,74735.45459095115,False
AS000890,HSBC,Stocks,154509.6414095246,EUR,BB,14382.640279981228,False
AS000891,Citigroup,Cash,63011.84190337312,GBP,B,29027.574948399306,False
AS000892,HSBC,Cash,24489.318168071328,GBP,A,6389.270319683919,False
AS000893,Deutsche Bank,Cash,50621.744468779754,USD,A,36133.525965761066,False
AS000894,HSBC,Bonds,23224.578223103905,USD,B,15748.830936243514,False
AS000895,Citigroup,Cash,167749.17299802133,CAD,A,4897.4377229049005,False
AS000896,Barclays,Cash,176790.7313098711,CAD,AAA,15910.3454388303,False
AS000897,Barclays,Stocks,23194.330310281726,USD,BBB,4249.028664147499,False
AS000898,Citigroup,Cash,218431.9383866338,USD,A,13225.955252171321,False
AS000899,Citigroup,Bonds,105233.23326148471,GBP,A,13994.454336763829,False
AS000900,Citigroup,Cash,57857.732873397326,EUR,BBB,33491.28482814444,False
AS000901,Citigroup,Stocks,65416.204991082035,GBP,BBB,37593.533048028854,False
AS000902,HSBC,Cash,106650.12436879326,USD,AAA,27263.007014684285,False
AS000903,HSBC,Cash,190997.29004649798,CAD,AA,5476.725194161144,False
AS000904,Barclays,Cash,18163.007215575584,CAD,AA,7529.394147793423,False
AS000905,Citigroup,Bonds,109833.95993219895,GBP,BBB,22639.514640285524,False
AS000906,HSBC,Bonds,2737208.2682202053,GBP,A,129545.74677746145,False
AS000907,Deutsche Bank,Bonds,10060.83952336321,EUR,BBB,19356.323621300737,True
AS000908,HSBC,Cash,112477.61922382926,USD,A,10783.836074600358,False
AS000909,Citigroup,Stocks,41566.46029309056,GBP,BBB,18871.053649359957,False
AS000910,HSBC,Cash,52756.32109279165,USD,AAA,5293.229731609059,False
AS000911,HSBC,Bonds,329569.2269614773,USD,AAA,21578.121480678827,False
AS000912,HSBC,Bonds,11069.494696959411,CAD,B,31421.91114378643,True
AS000913,Deutsche Bank,Bonds,81670.11033464731,EUR,B,6198.689339560417,False
AS000914,Deutsche Bank,Cash,50360.06712553689,USD,BBB,39408.50023597872,False
AS000915,Barclays,Cash,30311.623215929892,EUR,AA,48264.795632551046,True
AS000916,Barclays,Stocks,116856.35531364876,USD,AAA,3874.3123805629816,False
AS000917,Barclays,Cash,47814.62702523482,CAD,AA,102775.95604934914,True
AS000918,Citigroup,Cash,14225.230272700384,CAD,A,8790.404026201164,False
AS000919,Citigroup,Stocks,6536.78919295975,EUR,AAA,52621.09109322993,True
AS000920,Barclays,Cash,19229.419660160373,CAD,AA,56830.25067299228,True
AS000921,Barclays,Stocks,131716.49497786313,USD,AAA,114695.61563574181,False
AS000922,Barclays,Cash,14032.16721118867,EUR,BBB,9332.234688680108,False
AS000923,Citigroup,Cash,29229.508703826647,USD,BB,46092.068936394004,True
AS000924,Barclays,Cash,4094.978008169641,USD,A,10295.880729430772,True
AS000925,Deutsche Bank,Cash,79350.34514030059,GBP,AA,45018.20307040049,False
AS000926,Citigroup,Bonds,87752.55912631046,USD,BBB,16993.55613145114,False
AS000927,Citigroup,Stocks,132032.88189724833,EUR,AA,47800.15555262419,False
AS000928,Citigroup,Cash,5137.022547972278,USD,BB,53529.126425373215,True
AS000929,HSBC,Stocks,92162.97386521699,GBP,BB,17743.01970203662,False
AS000930,Citigroup,Cash,251974.3128558368,GBP,A,8480.7408777774,False
AS000931,Barclays,Cash,110869.40592814726,EUR,BB,12233.75610186517,False
AS000932,Citigroup,Cash,16974.51013640396,GBP,BB,199489.84128111854,True
AS000933,Deutsche Bank,Cash,81587.46955201786,GBP,AA,58807.30435266346,False
AS000934,Barclays,Bonds,46177.75511300017,GBP,BBB,8494.317611195327,False
AS000935,HSBC,Bonds,232502.13197615513,GBP,CCC,65975.36888007067,False
AS000936,Barclays,Cash,174908.64831584497,GBP,A,71407.87835751903,False
AS000937,Deutsche Bank,Cash,69577.53737085004,USD,AA,21053.574059622504,False
AS000938,Citigroup,Cash,80335.47201441132,USD,AAA,51853.69504389382,False
AS000939,Barclays,Cash,135242.22794760676,CAD,BB,58592.58003554221,False
AS000940,HSBC,Bonds,16105.291583266695,EUR,A,53228.17640243488,True
AS000941,HSBC,Cash,60608.19893006404,GBP,BBB,40074.397286403226,False
AS000942,Citigroup,Bonds,23050.88050751643,USD,AA,12983.064349650262,False
AS000943,HSBC,Stocks,207948.85218294972,USD,AAA,7379.9370176047305,False
AS000944,Barclays,Stocks,6704.432876509826,GBP,CCC,29808.889820734497,True
AS000945,HSBC,Bonds,194586.28284837314,USD,A,24113.586388809235,False
AS000946,Citigroup,Cash,86991.43078826467,GBP,AAA,19807.870154134005,False
AS000947,Deutsche Bank,Cash,9742.621342723813,USD,AA,48050.41531629714,True
AS000948,Citigroup,Stocks,118253.49936519,CAD,A,35761.4540203369,False
AS000949,Deutsche Bank,Cash,157388.87881258584,CAD,AAA,91327.59980351775,False
AS000950,Deutsche Bank,Stocks,305914.720577192,USD,BBB,19762.48910990306,False
AS000951,Barclays,Cash,27583.787444272963,GBP,A,9389.18469572172,False
AS000952,Deutsche Bank,Bonds,9041.111362218851,CAD,AAA,20412.617561508276,True
AS000953,Barclays,Cash,103772.20133153978,GBP,CCC,3170.522823529465,False
AS000954,Barclays,Stocks,79180.54317005946,CAD,BB,46452.85401561215,False
AS000955,Barclays,Bonds,142533.3155653992,GBP,A,3828.627819672466,False
AS000956,HSBC,Cash,27843.38917935839,EUR,BBB,664176.4219656582,True
AS000957,Deutsche Bank,Stocks,47472.16648542832,CAD,AA,44759.11749461618,False
AS000958,Citigroup,Bonds,14133.857481082703,GBP,BBB,3111.9851750214434,False
AS000959,Citigroup,Cash,107947.50369386874,CAD,AAA,17554.886515753435,False
AS000960,Barclays,Stocks,235371.1828118548,USD,CCC,24244.457449065296,False
AS000961,Deutsche Bank,Stocks,89912.62523656373,EUR,A,12043.622577594524,False
AS000962,Citigroup,Cash,26180.10248872124,USD,BBB,23787.11218015578,False
AS000963,Deutsche Bank,Stocks,29716.097143964013,USD,BBB,20397.34927391599,False
AS000964,Barclays,Stocks,251941.07902894792,EUR,AA,4294.18449393199,False
AS000965,Citigroup,Stocks,44483.77489707587,GBP,AA,8493.77195655589,False
AS000966,Citigroup,Stocks,10387.065957667506,EUR,A,18252.58174140814,True
AS000967,HSBC,Cash,11894.331285038561,USD,BBB,22810.60389799489,True
AS000968,Deutsche Bank,Cash,20676.7805929656,CAD,AA,11917.312021883246,False
AS000969,Citigroup,Stocks,83688.34525136556,USD,A,10015.289423705677,False
AS000970,Citigroup,Cash,17633.822738758055,GBP,B,42606.866727894725,True
AS000971,Deutsche Bank,Stocks,19444.200735762155,EUR,AA,9954.246850927402,False
AS000972,Deutsche Bank,Cash,90552.35631530703,EUR,BBB,63383.6093929365,False
AS000973,Barclays,Bonds,41308.434734885006,EUR,BBB,1949.084915364395,False
AS000974,Barclays,Cash,133574.9014016445,GBP,BBB,27879.43294818933,False
AS000975,Deutsche Bank,Stocks,444226.2011478825,EUR,A,4769.461866844725,False
AS000976,HSBC,Stocks,74317.5643430947,GBP,A,19406.07997108408,False
AS000977,Citigroup,Stocks,38195.7706585797,USD,A,7978.191812801744,False
AS000978,Barclays,Cash,226673.45750954494,GBP,D,26213.06306268162,False
AS000979,Barclays,Bonds,45634.82686270974,EUR,AA,46201.655318686964,True
AS000980,Deutsche Bank,Stocks,158690.95863939947,GBP,D,13139.606284279427,False
AS000981,Citigroup,Stocks,21494.765108877116,CAD,AAA,33395.020702789676,True
AS000982,HSBC,Cash,36092.897660964976,USD,A,47364.882557098244,True
AS000983,Citigroup,Bonds,29059.77412395484,CAD,A,32963.92590463752,True
AS000984,HSBC,Bonds,5405.0571830263225,CAD,BBB,27530.004914647518,True
AS000985,Citigroup,Bonds,71992.82200756254,EUR,A,36567.12470188989,False
AS000986,Barclays,Stocks,16581.938727528133,CAD,BBB,8398.375413671476,False
AS000987,HSBC,Stocks,34048.897874777766,USD,BBB,17242.811965830086,False
AS000988,Citigroup,Cash,103570.38391252927,CAD,BBB,19327.656870016144,False
AS000989,Barclays,Cash,45394.36265820373,GBP,A,34474.84560833828,False
AS000990,HSBC,Cash,814514.695208187,GBP,A,6656.81885721493,False
AS000991,HSBC,Cash,18801.04852939186,EUR,A,56489.48920403558,True
AS000992,Deutsche Bank,Stocks,215657.2806640545,CAD,BBB,27187.941547966842,False
AS000993,Deutsche Bank,Bonds,120467.49463864541,EUR,AAA,25284.111341187596,False
AS000994,Barclays,Cash,363514.66007626033,CAD,A,15571.765306702964,False
AS000995,Barclays,Cash,91929.33302748321,USD,AA,38640.05688078765,False
AS000996,Deutsche Bank,Cash,21067.104218400604,EUR,BBB,32763.61675816597,True
AS000997,Deutsche Bank,Bonds,76683.85585196555,EUR,AAA,10370.284536592964,False
AS000998,HSBC,Stocks,44138.615846578345,GBP,BB,1379.9681631642472,False
AS000999,Deutsche Bank,Cash,179934.4339330443,GBP,AAA,9363.198591414064,False
AS001000,HSBC,Stocks,257798.8048058477,EUR,A,51466.40969816386,False
AS001001,Citigroup,Bonds,57346.93451459692,EUR,BBB,35025.64382206932,False
AS001002,Barclays,Stocks,115035.66789944521,USD,BB,16009.294689065751,False
AS001003,HSBC,Cash,357133.1660870717,USD,AA,7885.742853316276,False
AS001004,Deutsche Bank,Stocks,28077.95334171118,CAD,AAA,31089.414708438202,True
AS001005,Deutsche Bank,Cash,44374.93524049738,GBP,BBB,67378.30881560686,True
AS001006,Deutsche Bank,Cash,218985.32923767364,CAD,A,28792.216753654066,False
AS001007,Citigroup,Bonds,24520.746603808344,CAD,BBB,3772.029498948473,False
AS001008,HSBC,Bonds,27179.69696409902,CAD,AAA,14409.906937109432,False
AS001009,Barclays,Stocks,22512.18864321873,USD,AA,14859.236388642013,False
AS001010,Deutsche Bank,Cash,12620.801041867147,USD,AAA,71416.24295401873,True
AS001011,Deutsche Bank,Cash,223325.0866034537,EUR,A,8336.743995687679,False
AS001012,Deutsche Bank,Cash,13336.846539976632,EUR,A,4881.232326279645,False
AS001013,HSBC,Bonds,115486.70420637153,GBP,AA,15189.229873397631,False
AS001014,HSBC,Stocks,19856.792705627355,CAD,BBB,7037.718013939353,False
AS001015,Deutsche Bank,Bonds,42772.60789104755,GBP,BB,31109.99627034508,False
AS001016,Deutsche Bank,Cash,1372065.4488107755,EUR,AA,14248.41515440951,False
AS001017,Barclays,Cash,5969.689699378292,USD,BBB,83985.55159327804,True
AS001018,Barclays,Bonds,317149.60500441305,GBP,A,13524.56009527829,False
AS001019,Barclays,Bonds,150224.04328354818,USD,AAA,30096.353535754475,False
AS001020,Citigroup,Bonds,82767.82929634134,GBP,BB,1959.3718386796827,False
AS001021,HSBC,Stocks,75817.69202347008,EUR,A,24607.757658069826,False
AS001022,Citigroup,Bonds,168411.4792560579,EUR,AA,17731.590127744934,False
AS001023,HSBC,Cash,45612.37174444152,CAD,A,7118.8103877689055,False
AS001024,Barclays,Bonds,15860.877797177296,GBP,AAA,55589.722930487034,True
AS001025,Barclays,Stocks,31120.07238987136,GBP,BBB,16623.37622468131,False
AS001026,HSBC,Stocks,86367.39550436712,EUR,BBB,25942.203955663354,False
AS001027,Citigroup,Stocks,111929.08461904003,EUR,AA,245063.94886291982,True
AS001028,HSBC,Stocks,32203.37133637779,GBP,BBB,107929.44028957274,True
AS001029,Barclays,Bonds,11277.1894309397,CAD,A,24613.83793264792,True
AS001030,HSBC,Cash,28579.48865792562,GBP,BBB,25185.159925045566,False
AS001031,HSBC,Cash,37638.345348015355,GBP,A,11464.556493812019,False
AS001032,Deutsche Bank,Cash,105204.93224125933,GBP,AAA,20041.622584450957,False
AS001033,Barclays,Stocks,5434.601178747383,USD,BBB,71905.38756772576,True
AS001034,Deutsche Bank,Cash,190757.33497017508,EUR,AAA,49731.61579241545,False
AS001035,HSBC,Cash,123279.14988192021,CAD,AA,15043.956202367257,False
AS001036,Barclays,Cash,13170.632028513068,USD,A,9098.10753695714,False
AS001037,Citigroup,Cash,247499.46777343433,USD,CCC,58772.84439994273,False
AS001038,Deutsche Bank,Bonds,488686.32307905756,USD,BBB,520589.8780555973,True
AS001039,Barclays,Cash,142297.70626293562,CAD,BBB,10992.631725240351,False
