Bank,Capital_ID,Capital_Amount,Capital_Ratio,RWA,Rating
Barclays,CP001232,207402.03951657464,14.061208653518435,4797662.461065522,A
Deutsche Bank,CP001233,1515531.378781151,12.592129112844415,3297331.861039134,BBB
HSBC,CP001234,2916596.624289832,14.16638900830671,919346.5986151663,BB
HSBC,CP001235,1243224.5375003158,10.335855049064985,1919168.5759054383,A
Citigroup,CP001236,1266294.621662771,12.816090983260247,1039543.9958224937,AAA
Barclays,CP001237,3325378.864723962,13.733043475351497,16559330.403168237,B
HSBC,CP001238,957081.6641510322,11.548445271646171,974410.1252018865,A
Deutsche Bank,CP001239,1291915.18188592,14.395005776931619,801458.755573421,BBB
Citigroup,CP001240,7943296.208048083,11.104967040555183,2496604.83804154,BB
Citigroup,CP001241,262396.6728582091,12.705192016145913,1415737.24451694,B
HSBC,CP001242,195767.63803378658,13.055753541143478,2145259.4593948317,AA
HSBC,CP001243,510371.58611979627,11.577170704104239,29389043.194366917,AAA
HSBC,CP001244,6319019.581581831,12.117914680069255,4179888.5369557324,A
HSBC,CP001245,20920791.191269487,11.98853889632555,1394513.5394299824,BBB
HSBC,CP001246,967571.7398987792,10.031366589478376,497494.01257152244,AAA
HSBC,CP001247,1606288.0604172982,9.898328049203228,992608.3181605448,AA
Citigroup,CP001248,14371126.010028021,11.04504113114043,1157918.1615005536,BB
Citigroup,CP001249,3129037.5903779897,13.800983950908794,1166440.501670515,BB
HSBC,CP001250,815379.3999052234,11.411265800134569,498877.9615047348,BB
Citigroup,CP001251,466033.7619810519,15.560917710437458,1396224.7186709319,AA
Deutsche Bank,CP001252,1558696.2194136158,10.87280974156023,10672074.349707924,BB
Deutsche Bank,CP001253,374739.7916462685,14.566317727979488,3152820.195303227,BBB
Barclays,CP001254,730325.9550889104,11.630938587514667,132058859.96402752,AA
HSBC,CP001255,2843528.794961312,9.025220679753097,1647774.8607398213,A
Barclays,CP001256,178318.2177828546,12.932838736560138,54934185.82813738,BB
Barclays,CP001257,5715569.455018867,9.209857480633364,2900635.408871502,BB
Deutsche Bank,CP001258,5902662.853774548,11.71855413335544,2610956.5612027384,AA
Barclays,CP001259,11374415.466190793,9.382638427114326,4131769.247333225,AA
Deutsche Bank,CP001260,4018238.931696235,13.181862095311997,3648777.35288611,A
Deutsche Bank,CP001261,52655925.9534684,9.878149654545107,1786866.2980245913,D
Barclays,CP001262,227781.75298222888,13.099193147690226,60987352.53463679,A
HSBC,CP001263,1291890.557642606,9.26370572903911,1178072.528512285,BBB
Citigroup,CP001264,10274612.19484909,11.560724547994191,11084029.389350384,AA
Barclays,CP001265,590800.4956061062,12.13826137708105,4662208.386435944,A
Deutsche Bank,CP001266,385942.31895331835,9.239297303447062,12105357.067173582,AAA
HSBC,CP001267,3949035.932024697,9.632925647232957,3554415.7010862012,BB
HSBC,CP001268,1256890.2009062478,10.92900194732665,21891875.757437564,BBB
Deutsche Bank,CP001269,550024.2018685126,11.158298333803902,4323279.2534734495,A
Barclays,CP001270,1035792.747956246,9.98738352853627,2838027.866067948,A
Barclays,CP001271,4150965.1864735363,12.017422844402768,13962568.422560737,A
HSBC,CP001272,7904505.131241049,12.701622740857292,225506.6324970519,AAA
Barclays,CP001273,481929.43918938,13.010395613378154,355293.8636012925,BBB
HSBC,CP001274,943092.7299556371,12.944108398034516,2272305.205474802,AA
Deutsche Bank,CP001275,1124609.8404153974,11.481907336733375,250677.63031818127,AA
Barclays,CP001276,666712.9472759651,9.345842234867636,1631748.9862918106,BBB
HSBC,CP001277,679100.2106563664,13.876553013376789,3411275.353403489,AA
Citigroup,CP001278,2853447.9367025085,12.425783221958447,5473694.277901446,A
HSBC,CP001279,6634539.500514795,13.301204050635235,1496928.8242839416,A
Barclays,CP001280,4239995.175857127,15.300439243341112,3170262.37350314,B
Deutsche Bank,CP001281,293733.6320781239,15.708010054246225,5945647.815233213,D
Barclays,CP001282,2549292.487688901,12.33725305810297,503613.31119556085,BBB
HSBC,CP001283,1225967.9644242642,14.928254511138299,968796.9855697708,A
Deutsche Bank,CP001284,649719.0221766132,15.49530896566453,3501656.177979723,A
Barclays,CP001285,1014115.8283496588,11.326918075995781,5569383.225314788,BBB
Citigroup,CP001286,1795413.2707109516,15.699499867224318,5724496.444224827,AA
Barclays,CP001287,372282.21889340604,9.051630747321859,570407.2364427903,AA
HSBC,CP001288,191249.85040739115,15.383262980980746,19837781.92070672,A
Barclays,CP001289,1156852.034049261,13.517580809837531,617777.9321782017,BBB
Barclays,CP001290,5694635.038459688,13.169770675305816,202096.7871607714,B
Deutsche Bank,CP001291,518486.8914949477,10.376926867759103,21403001.749336503,AAA
Deutsche Bank,CP001292,2069228.409054134,15.427291373441392,5237469.8660572115,AA
Barclays,CP001293,319621.5191008826,15.41935196843378,634547.8877632917,A
Citigroup,CP001294,56120.44772646668,15.084270334301037,975771.1670723507,BB
Citigroup,CP001295,1358311.7569607582,15.603111527388315,1866113.4613480614,BBB
Deutsche Bank,CP001296,226771.62168691694,14.677579670478954,1117340.6487889863,BBB
Citigroup,CP001297,358261.054048591,14.119358297282304,19530230.17053893,AA
Deutsche Bank,CP001298,389436.9424986825,11.956143603042609,3015311.266259068,BB
Deutsche Bank,CP001299,2391049.0584573955,13.43407794627078,2351207.814495647,AA
Deutsche Bank,CP001300,852613.2547636648,14.124361679779067,2048098.9593372615,AA
Deutsche Bank,CP001301,3082214.646315046,15.536103443686578,79964159.97558479,A
Citigroup,CP001302,2551612.1658358253,14.43378347744133,4064634.965710824,BB
Deutsche Bank,CP001303,990757.7096796939,10.481837672905206,96821.26908298931,BB
Citigroup,CP001304,2814633.025886004,13.576104086444161,1475836.4897254843,AA
HSBC,CP001305,215138.56412803847,13.565608081937429,6418509.266917446,AA
HSBC,CP001306,304639.97705814673,13.410707048652371,6850694.720333403,AAA
Citigroup,CP001307,1571571.1242130832,12.52881567290507,2764880.3192548547,BB
HSBC,CP001308,1465060.0175138866,14.216186072108188,3444897.8883454697,AA
Barclays,CP001309,3264539.2246205504,12.806456333194095,3536177.6218591933,A
Citigroup,CP001310,1591052.1048315235,9.551686190561494,436468.85495890974,AAA
HSBC,CP001311,5710260.321852183,15.650728184911742,7318165.593907805,BBB
Deutsche Bank,CP001312,7258952.70606824,12.852976903038012,3096242.084264084,A
Deutsche Bank,CP001313,155782.3488767876,11.197211148976379,1879758.2967250326,AA
Citigroup,CP001314,4837430.104914634,14.150346080251555,2807250.3560846914,BB
HSBC,CP001315,974738.7660528832,14.962008251834355,12460223.43198967,BB
HSBC,CP001316,6885888.346567778,14.735133455976936,5837757.136084432,A
HSBC,CP001317,1078025.6486452403,9.501508780869647,1375913.9357839308,BB
Barclays,CP001318,1142268.4835488673,15.529880638706308,1109986.7235830633,AAA
Citigroup,CP001319,191110.23786919753,14.970695187474725,7421316.1658387985,BBB
Barclays,CP001320,77922.42033451227,10.820686913081026,26385162.330783475,B
Citigroup,CP001321,3012308.5206498955,12.52963972458868,23703319.022014923,AA
Deutsche Bank,CP001322,2620240.8071021023,11.493424179714497,16896838.555766493,AA
Deutsche Bank,CP001323,1100144.8244206943,10.276311311936713,469670.6159016532,AAA
Deutsche Bank,CP001324,4108686.3621070283,14.883202896640855,1614441.9726773836,A
HSBC,CP001325,1644247.4074199428,12.571909837862648,1119240.4901662967,BB
HSBC,CP001326,2498280.1151393326,15.723609395609769,37340807.05331045,B
Citigroup,CP001327,551531.6969912939,12.520461279952544,3921916.507800731,BBB
Citigroup,CP001328,805400.2400252398,10.85506679946708,2727047.1106691454,BBB
HSBC,CP001329,445519.4532252817,13.777998704234795,732207.0346256208,A
Deutsche Bank,CP001330,20750881.573533665,15.437082447927256,1749863.0568075585,B
Deutsche Bank,CP001331,2028345.1352067438,9.849385514370452,694188.3271442107,AA
Deutsche Bank,CP001332,832388.0377952144,14.78543504329632,217359.6081704031,BB
Citigroup,CP001333,1458915.4490593688,15.128177840410114,11491476.109957933,D
Deutsche Bank,CP001334,135883.97289107626,14.490947071012577,60080362.4711365,A
Deutsche Bank,CP001335,85334.08105791204,9.180783359819362,1903738.9684173423,A
Citigroup,CP001336,6274351.827878771,10.782235015687203,492555.06964524934,A
Citigroup,CP001337,1130216.6666527735,15.097447708309726,12171237.122604847,A
HSBC,CP001338,776556.0375798071,14.767552975287948,17801111.378634524,A
Deutsche Bank,CP001339,1055595.119244447,10.548977215601948,12880694.025783487,BBB
Deutsche Bank,CP001340,623270.9534223732,10.736999507966953,2822699.30634996,BBB
Barclays,CP001341,509712.95670659293,13.004729148198933,435055.55893699283,AA
Barclays,CP001342,5011924.744087276,12.409093085711177,6036931.014397536,AAA
Deutsche Bank,CP001343,2219929.1454640795,9.35249341961812,147568.79240506073,A
Citigroup,CP001344,417818.1260337847,9.937970005392526,680909.2538046873,AA
Deutsche Bank,CP001345,5804292.816327566,14.514038370040737,2431629.8052742863,CCC
Citigroup,CP001346,1298040.1458551327,9.198195184771407,2016894.0733285174,A
HSBC,CP001347,2973507.8063383834,13.923703411859556,3143086.3253217954,A
HSBC,CP001348,661617.3815670381,12.999405985196365,709375.5847338825,AAA
Barclays,CP001349,170394.89999402198,9.653292174870481,6020215.682036917,D
HSBC,CP001350,143621.26190395007,15.296206821701881,959930.8721168193,A
Barclays,CP001351,554733.0192408739,10.972907186068758,337940.3539597231,BBB
Citigroup,CP001352,1466663.9683698427,9.158862899690137,3419520.146382896,BBB
Deutsche Bank,CP001353,687712.1335231853,14.519811091133628,9507739.237744294,AAA
Citigroup,CP001354,1040670.4588166852,14.03881634899682,880014.5358842596,B
HSBC,CP001355,2023386.2622684285,11.924465644925375,5764614.157254819,AA
Citigroup,CP001356,272766.3294609103,10.088736641419064,1933744.058702108,AA
Deutsche Bank,CP001357,791059.0829359354,15.717276152445994,1711413.7098223711,BBB
Citigroup,CP001358,733849.5121664511,15.923580001272505,3578161.595300108,BB
HSBC,CP001359,2571594.724087226,9.230415847843984,56826943.72012278,A
Citigroup,CP001360,1027699.2000460229,15.776142003239876,2752635.2498421567,BBB
Deutsche Bank,CP001361,20679187.898851093,15.232684902872219,15121122.788847275,A
Barclays,CP001362,884553.7788577873,15.868390325464558,11657499.949652376,AA
Citigroup,CP001363,2698801.9983194307,9.494955101746934,23628221.302191276,BBB
Barclays,CP001364,1891413.0118451568,12.758953922711632,3653764.061232948,BBB
HSBC,CP001365,6509507.147594969,13.964403861655693,14916557.053761106,BBB
HSBC,CP001366,1363104.71642258,10.736298224000432,302120.4082938986,AAA
HSBC,CP001367,471961.5119394625,10.695511176115978,1163926.4543073648,BBB
Deutsche Bank,CP001368,1340822.27713273,14.665882244470911,785006.1518039552,A
HSBC,CP001369,1152543.340491917,11.037784380655594,5001192.061903604,D
Deutsche Bank,CP001370,4008970.9047537493,14.233071519312785,11971103.33629993,AA
Deutsche Bank,CP001371,135476.79235637927,13.57518524289085,315869.9807261158,BBB
HSBC,CP001372,593079.7209750743,9.386167638236495,1339638.9169176503,BBB
HSBC,CP001373,6551081.4016335895,15.01683236235619,3630192.6339440253,CCC
Citigroup,CP001374,1352410.8309121649,12.953025156667698,894389.4609908774,BB
Barclays,CP001375,630544.5088287615,10.492123013155851,6401433.022869101,A
HSBC,CP001376,2130246.590192871,13.43225490319671,137282.52019035612,A
Barclays,CP001377,1633695.6719880009,14.191458442620092,1596692.5569513077,BBB
Deutsche Bank,CP001378,1415735.702847548,11.825784656704435,1459147.017309961,AA
HSBC,CP001379,805451.073607811,10.098995841220939,16195378.221539877,BB
HSBC,CP001380,732678.3595881744,11.96714623016984,2223901.671038225,BBB
Deutsche Bank,CP001381,1784707.883962423,13.393726554059977,1903850.3506775193,BB
Deutsche Bank,CP001382,1542564.7630364988,15.904287313067343,2256213.311603906,AA
HSBC,CP001383,1936066.1395693496,10.164224681405162,5498482.315370908,BBB
Barclays,CP001384,17540106.887312513,11.924237418961663,6272751.553265396,AAA
Citigroup,CP001385,581134.4910951251,14.33455069555525,7251998.16941199,AAA
Citigroup,CP001386,4341947.715945669,12.724208008542064,246296.01198298662,AAA
Deutsche Bank,CP001387,1156258.536191574,9.738671214005457,317753.6744398744,BBB
Deutsche Bank,CP001388,361751.02616249357,15.879664965917243,21477710.49162699,BB
Citigroup,CP001389,1602153.1746759138,10.687824380927806,5549493.835300314,AAA
Barclays,CP001390,1346653.4007274462,11.313792917821342,6533096.979850267,AAA
Deutsche Bank,CP001391,1323947.9576193404,14.75371952308014,7333090.293566453,BBB
Barclays,CP001392,427047.13407788257,11.513282926048786,1267940.120089562,BBB
Citigroup,CP001393,476410.6190954438,13.684191388548298,972537.5791431958,B
HSBC,CP001394,1846631.9904368697,9.442251047716264,903373.0632056327,A
Barclays,CP001395,481173.71913937596,12.254321153152235,12185885.031292304,AAA
Deutsche Bank,CP001396,1718439.185202446,12.72274463886422,1443259.0038061321,AA
Deutsche Bank,CP001397,558278.3107476442,11.329855212661224,6230496.867981416,AA
Citigroup,CP001398,7538937.927902604,12.855822160610384,3047221.8419995285,AAA
Deutsche Bank,CP001399,4108739.648348199,9.82188167820436,3883098.5592614934,A
HSBC,CP001400,1643943.3980793746,10.215979057559958,244535.7094731859,AA
Deutsche Bank,CP001401,1101489.5917622917,15.113980445589767,2309330.976431224,BB
Barclays,CP001402,529941.6229979162,9.883705145118839,5194644.495552063,BBB
HSBC,CP001403,994065.0204123695,10.034723336006422,331431.77609649167,A
HSBC,CP001404,1012044.1217365476,11.030247063691672,2093555.5883745742,A
Deutsche Bank,CP001405,1247205.0047175349,12.461047253621162,7510123.942235839,AAA
Barclays,CP001406,919613.4111764636,12.049695408807944,86992.96276413677,BBB
Deutsche Bank,CP001407,130524.02579610358,13.644724220487422,811346.0922898572,BBB
Barclays,CP001408,3518090.206980154,10.141147236696504,3033549.5262791216,BB
Citigroup,CP001409,5961613.770933609,12.15656762239408,5177333.4383053025,AA
Deutsche Bank,CP001410,495521.57975983154,13.059553463250364,883980.872367793,BB
Deutsche Bank,CP001411,383046.744878287,11.288840092116889,9341522.930260163,BBB
Citigroup,CP001412,5410548.227715422,12.906343737608381,3579693.576678214,BBB
HSBC,CP001413,1360629.8014077633,11.9359977740869,6597466.9608104685,BBB
Deutsche Bank,CP001414,682072.883895896,9.752058645369312,3371202.6299832775,AA
Barclays,CP001415,4821434.7600286715,15.39785123293231,34666345.15134839,A
Citigroup,CP001416,5157090.672167583,9.861550734211885,1041075.040029098,BB
Barclays,CP001417,299382.85570822033,13.27964039392939,7039913.170417465,AA
Deutsche Bank,CP001418,5932602.896727663,12.1934629815722,1514920.5159525238,A
HSBC,CP001419,2144063.84475099,9.60116694934112,43505566.84346514,AA
Deutsche Bank,CP001420,143608.69178515713,12.056895902193453,2075193.0776326973,BB
Deutsche Bank,CP001421,792718.8916752653,15.620192985989718,3703318.9692717856,CCC
Deutsche Bank,CP001422,1930432.987467063,11.032455831018222,4727089.317298427,CCC
HSBC,CP001423,1183660.5583324982,11.851186105974872,1928590.1663517328,BB
Deutsche Bank,CP001424,1139781.2921207803,15.260390476290533,2009363.4228106288,AA
HSBC,CP001425,1417502.8723501475,11.719099799121247,2616487.9060776583,AAA
Citigroup,CP001426,621119.7661283736,9.003465367638318,2591608.3040071414,BBB
Citigroup,CP001427,544641.1937534378,11.05421737606569,1072265.3490609105,AA
Deutsche Bank,CP001428,1176423.662525878,15.109664733598906,4851653.018882615,BB
HSBC,CP001429,4424698.288178077,12.64701396961673,11734127.494170286,BB
Barclays,CP001430,481932.48702534265,15.641892015811308,5604726.594237762,BBB
HSBC,CP001431,3688872.2561206548,15.240217245382341,1767272.6113586577,BB
Citigroup,CP001432,633900.0832897883,15.750720189859159,23544174.006024662,AA
HSBC,CP001433,2745337.3925652066,12.98907534766954,7424992.599206204,AAA
HSBC,CP001434,1541854.509474547,11.645525542198177,1207599.5927332412,BB
HSBC,CP001435,143228.38729904793,12.532715397481397,4988507.867718759,B
HSBC,CP001436,300334.09366907994,12.799937377402014,2929133.509670528,BB
Deutsche Bank,CP001437,1272162.844367262,14.675108495626363,1625057.6235259168,A
Deutsche Bank,CP001438,228457.15448783338,10.029518914263408,2819449.9536309275,A
HSBC,CP001439,948736.5271013989,11.859876142317868,522443.98010118987,BBB
Barclays,CP001440,1654061.8369773887,13.285438816577901,10380839.83904396,BBB
Citigroup,CP001441,385216.2120985864,11.360932270967862,807792.7768025239,BB
Barclays,CP001442,991599.1074705605,9.638903632167846,1418827.6731355747,A
Barclays,CP001443,3141922.308825635,14.687614106261888,16022996.131168442,BBB
HSBC,CP001444,8636415.718464606,10.326454231252042,1566501.7530816481,BBB
Citigroup,CP001445,1744858.0767651703,13.992001453975583,952357.0564844877,B
Citigroup,CP001446,6370384.709097798,15.706278918174707,5304156.353233826,AA
HSBC,CP001447,593295.6790127987,15.511182166474274,2774268.0373837664,A
Barclays,CP001448,174721.79883162605,15.04669718322668,369593.71174523886,BBB
HSBC,CP001449,148128.9189167634,12.219324752611909,3494907.8974216646,AA
Citigroup,CP001450,1598816.9647428233,10.414672597966113,3556444.9518252388,A
Citigroup,CP001451,6253513.536057527,9.00939028444212,1238611.9299857127,AA
Barclays,CP001452,1058591.4057948648,11.624895240827883,12005962.058836808,BBB
Deutsche Bank,CP001453,1454814.1075804334,9.985492009820218,6703866.637904236,AAA
Citigroup,CP001454,737712.6779596951,11.191687735738546,3343123.8106704648,A
Deutsche Bank,CP001455,11177758.09485524,12.010544751552157,9306720.177309953,A
Barclays,CP001456,2825519.929357473,14.218100171697618,4726827.189213128,AAA
Citigroup,CP001457,926806.4747579327,9.724622031906373,4548912.298272693,BBB
Citigroup,CP001458,420333.56397875893,9.036927306206938,1180952.51724059,AA
Deutsche Bank,CP001459,2362502.1333138254,14.634908365040777,9190579.491916599,A
HSBC,CP001460,291533.8774061427,15.024348229569448,1734517.8280502215,BBB
Deutsche Bank,CP001461,577745.1082464346,13.239463978450923,4767615.808290844,A
Citigroup,CP001462,147013.1334717674,15.32829562495943,2748032.2359781615,BB
Deutsche Bank,CP001463,1740031.8400255742,12.945729515099703,4495920.0692226235,B
HSBC,CP001464,786142.9262279308,11.103502822249078,5233579.596122292,AA
HSBC,CP001465,503325.3351228363,11.622539215629816,2145748.7739940155,BB
Deutsche Bank,CP001466,926242.6426560268,15.315809762221459,3968527.986157131,BB
HSBC,CP001467,2029208.4081001917,13.013051546123002,8962927.13831581,BB
Deutsche Bank,CP001468,974376.6821735394,10.918494183698728,3269266.865613211,BBB
Barclays,CP001469,6715901.909895179,14.33716311964433,5322824.053450897,BB
Barclays,CP001470,487346.48187110916,12.096327701233358,1020575.1819326179,AA
Citigroup,CP001471,2591346.3888520594,14.37728641461661,4663922.248231529,BBB
Barclays,CP001472,492382.8226833146,14.315516044335611,13532558.374028055,AA
Citigroup,CP001473,168642.77668253554,14.15807977659125,4253171.338835783,BB
Deutsche Bank,CP001474,1074383.558577851,13.979069454701438,2598035.3547385107,AA
Deutsche Bank,CP001475,2411024.3529746896,12.034023045344405,7877317.501347487,BBB
Barclays,CP001476,1862825.9778443244,13.86684845681372,9350586.62980228,AA
Barclays,CP001477,4458701.2492530225,10.582897580599953,9144239.626845831,AAA
HSBC,CP001478,872636.6301338691,9.016464527061018,14478176.664727524,BBB
Barclays,CP001479,3754960.083232961,13.975032342695854,17452607.07184298,BBB
Barclays,CP001480,187895.0913643636,9.997088327269477,16023521.014357094,BB
Deutsche Bank,CP001481,1879685.7506566225,13.786291487360018,15593279.75751993,BB
Citigroup,CP001482,3655119.5409616716,12.607066240697566,7672085.288746431,AA
Barclays,CP001483,177385.55716492905,14.525253278918528,5140733.261412601,BB
HSBC,CP001484,857872.0120123224,11.357050119146587,545053.7843727564,AA
HSBC,CP001485,3260506.3520319336,9.538621396998781,1234671.1675520733,AA
Citigroup,CP001486,2414543.442907479,13.80602346298497,1479081.8240596068,AAA
Deutsche Bank,CP001487,672143.1975894968,10.549708435318657,3497048.612839186,AAA
Citigroup,CP001488,3835244.3538879333,11.57646780441913,9235781.714355163,BB
Deutsche Bank,CP001489,13585330.925718235,13.385207880279252,3219643.0507676797,AA
Citigroup,CP001490,563200.9567087585,9.45116052937285,4217514.001146948,AA
Deutsche Bank,CP001491,369494.348604115,14.146228932058687,17563564.262312878,AA
Deutsche Bank,CP001492,551676.847993676,12.257485924211338,23250263.251090094,BBB
Barclays,CP001493,828794.0697430386,9.97656635929855,9428709.63015151,AA
Citigroup,CP001494,9382100.660558328,9.33574843238368,841852.8767958508,AAA
Deutsche Bank,CP001495,215878.8284297026,11.244241635412905,1617372.1068742638,A
HSBC,CP001496,2225196.3990866216,14.5864930714842,12170208.009669911,A
Citigroup,CP001497,3862606.0841040746,10.460662653911642,8033825.755619141,CCC
Citigroup,CP001498,21077770.930036765,15.942570313052927,1652495.0770928322,BB
Citigroup,CP001499,1236846.236506087,10.415950233054424,1217864.5507581863,AA
Deutsche Bank,CP001500,1289119.2002110942,14.468055456675035,902984.4072255329,AA
Deutsche Bank,CP001501,497501.6307876217,12.373325269577466,648448.8928484304,BBB
HSBC,CP001502,6650451.395624826,15.281089326144116,5123538.754630008,A
Citigroup,CP001503,2524213.5299679474,11.993132126697667,2307943.46535415,AA
HSBC,CP001504,362699.5389470295,12.530845417431696,775481.6440325208,A
Citigroup,CP001505,746312.2130733686,9.704885119112141,5017658.904926351,BBB
HSBC,CP001506,154244.8019652115,11.654743199784386,2828839.1736850897,BBB
Barclays,CP001507,949684.9844041236,9.513115581608451,1421392.0054575505,AA
Deutsche Bank,CP001508,1938013.5575000027,10.696249522444031,3732214.2405834957,BBB
Barclays,CP001509,1173564.622608518,12.061417510614229,2627565.230856929,BB
Deutsche Bank,CP001510,242885.0655432357,12.013979671191116,208895.19153029248,BBB
Barclays,CP001511,911799.403357114,11.770357137865563,1075255.1354014478,AAA
Barclays,CP001512,5762466.939218132,10.578175918784464,855388.7829381048,A
Barclays,CP001513,424724.26959960343,9.845367504711108,17800864.25180315,BBB
HSBC,CP001514,3236267.0451943423,10.27093740784772,95986.54952447042,AAA
Barclays,CP001515,432848.48905131035,11.559198792140208,1823732.2884106422,AA
Barclays,CP001516,742888.1225740243,9.773321126463658,938935.3319808479,A
HSBC,CP001517,884722.700778859,13.777910015961062,1372020.8002230437,A
Citigroup,CP001518,129538.80587450684,14.619072257945788,25740416.761346947,A
Deutsche Bank,CP001519,1609114.9348970754,13.878070328650242,884196.3475515143,AA
Deutsche Bank,CP001520,1072390.4089392072,15.122158072226538,4815901.587524701,A
Barclays,CP001521,1480651.32853069,9.900049338744694,1752818.140624994,AA
Barclays,CP001522,1306465.0590220816,14.97522902030785,31692063.5050895,BBB
Barclays,CP001523,1433184.024938582,11.178430208047041,1429611.4655641697,BBB
Deutsche Bank,CP001524,1102494.4793863154,15.009059625610224,1579958.4319470827,A
Citigroup,CP001525,2976591.4427369167,13.46054986991506,12049383.744686635,A
Deutsche Bank,CP001526,5493819.891117634,10.175612707760585,27829924.03474796,A
HSBC,CP001527,4315628.204814425,13.378258108174192,2333070.698218449,BB
Citigroup,CP001528,1864430.4039597022,14.63724227317069,3143231.677743093,BBB
HSBC,CP001529,1174334.2937516824,15.386371935019817,1065324.1348946327,BB
Citigroup,CP001530,3887043.437519754,14.90097890846338,4597883.897668454,BBB
Barclays,CP001531,2351320.5787613434,12.068014637636221,1518885.9323728692,BBB
Deutsche Bank,CP001532,467799.46724301286,14.952585067547043,6769116.395287222,BBB
Citigroup,CP001533,4040124.6592794755,10.137503764149919,4938321.4017605,AAA
Deutsche Bank,CP001534,296044.8154351413,9.866540281355107,2723752.898118324,AA
Citigroup,CP001535,626375.7073664871,12.321996585563129,2402524.445140894,BBB
Barclays,CP001536,166030.34522293793,12.954636167252092,6176762.993765831,BBB
HSBC,CP001537,1301896.1927562116,11.168250417019738,4855976.554941347,AAA
HSBC,CP001538,251348.66075996848,11.052860090607428,9461823.13711142,BBB
Deutsche Bank,CP001539,8095598.174215148,13.130802284727862,7549513.834728864,AA
Citigroup,CP001540,401074.6180536159,10.079887378017235,18378545.798025705,A
Barclays,CP001541,433820.45809634257,15.460567555602854,7465706.233622064,BBB
Citigroup,CP001542,1394341.3454039928,12.025999084623237,8712662.310082458,AA
Citigroup,CP001543,287136.23632142786,15.296945567647672,14272970.622634558,BBB
Deutsche Bank,CP001544,4775606.229143288,14.381539871464597,5661089.143484886,AA
HSBC,CP001545,5990886.2695731195,13.678576570572167,15888422.935947383,A
HSBC,CP001546,1661254.950406531,14.850323836281515,2231137.3569027088,AA
Citigroup,CP001547,980444.580374905,15.085151443927689,3094044.055696215,AA
Citigroup,CP001548,345088.3542877763,10.088227632549772,4899426.6772381915,A
Deutsche Bank,CP001549,1645487.891572708,15.702831701880744,5378932.034011368,A
Barclays,CP001550,2241433.1620719666,12.031007674819676,739020.1988898373,BBB
Barclays,CP001551,4534472.979806473,14.706665122442221,3511268.585457843,B
Barclays,CP001552,4766976.1260856725,10.809275415627177,2220896.6204006877,BBB
Deutsche Bank,CP001553,10298698.935569093,10.200653491422813,4114836.242122774,A
HSBC,CP001554,3978854.167517987,11.339346530160359,9217620.473610872,D
Deutsche Bank,CP001555,596852.2046675645,15.042519340549067,4531614.101761843,BB
Deutsche Bank,CP001556,1794310.3643792998,11.510003423703358,762906.0992152449,B
Citigroup,CP001557,514887.53495829646,15.407154388822523,17466414.010219757,A
Barclays,CP001558,741192.1348398462,12.017907530688246,347205.6639337382,BB
Citigroup,CP001559,48403.10708644798,15.836327679583894,2200140.2839472345,AA
Deutsche Bank,CP001560,2535451.6909858854,12.281287270673856,20400209.945722677,BB
HSBC,CP001561,1249825.237595495,12.460837049705956,641040.6034997695,BBB
Barclays,CP001562,2813952.5631092624,9.318732723733744,3118065.3327111998,BBB
Barclays,CP001563,2388045.9226107984,9.748766564806314,1316410.6078934753,BB
Barclays,CP001564,542597.2953945177,11.506508872052185,1613889.8710545918,B
HSBC,CP001565,2270145.4191183434,15.259312008734959,4301851.619491185,A
Barclays,CP001566,1767445.9036873118,12.797659126008377,987592.1104927037,BB
Deutsche Bank,CP001567,388765.3217415344,12.556815289598354,2117674.9203613526,AA
Barclays,CP001568,313132.1456329176,10.96586817583965,3678219.5551275276,BBB
Barclays,CP001569,747713.9598202183,15.470892949051727,4218983.950359426,A
HSBC,CP001570,1444501.92258624,13.609628843142358,1207702.2085859731,AA
Citigroup,CP001571,1632911.3073703765,13.501980098136816,9305223.999901721,BBB
Barclays,CP001572,60845.67367460088,10.540860711341704,387956.3620919027,AA
Citigroup,CP001573,3341680.9817189747,15.552763820171016,339842.5185438588,A
Citigroup,CP001574,2131422.0680959937,14.417895310045463,9993637.656674087,B
Deutsche Bank,CP001575,1951284.3712625848,14.529724454631957,7538332.366120439,D
Citigroup,CP001576,561743.8757059377,12.153468445287912,6619298.370778114,AA
HSBC,CP001577,994812.6936406197,9.447465931154737,39301965.62562838,AA
Barclays,CP001578,532749.7300875792,12.589089626915616,13411522.76442075,AAA
Deutsche Bank,CP001579,2095206.7762592703,9.85769767299267,4900486.152982704,B
Citigroup,CP001580,550536.1012984161,15.5533071832598,1113646.2911916226,AA
Citigroup,CP001581,1463344.153244169,13.476528468371086,4230143.730264261,AAA
Barclays,CP001582,1328576.5807717964,15.210178198570993,17314283.140517857,BBB
HSBC,CP001583,976983.5776851998,9.04964550956837,5514911.760721041,A
Barclays,CP001584,1249627.084617653,12.080372530507834,2513612.352953005,A
Barclays,CP001585,216501.33965704602,12.454269450943398,6733139.4578174325,A
HSBC,CP001586,7827445.640097295,9.048795129481734,2219658.335779982,BB
Barclays,CP001587,6397423.203629857,15.669265091100316,28166198.190408397,BBB
Citigroup,CP001588,386731.10936652264,10.611762752670726,2007380.391396364,AAA
Barclays,CP001589,1005614.0017634456,15.887033206490944,4406101.717714195,AAA
