Loan_ID,Bank,Client_Type,Loan_Amount,Balance,Rate,Term_Months,Start_Date,End_Date,Days_Overdue,Rating,Default_Prob,Loss_Given_Default,Status
LN001444,Deutsche Bank,Corporate,15695.429317394879,11262.190134486578,6.954462314261145,36,2022-03-22,2025-03-06,0,AA,0.01096789770734066,0.42095300526762486,Performing
LN001445,Deutsche Bank,Corporate,11421.87384726463,9730.477370952092,6.101675976173404,12,2023-09-11,2024-09-05,0,BB,0.09959481490657554,0.4199900404428297,Performing
LN001446,Barclays,Corporate,15249.296675521904,11259.164780552252,3.7795735236177257,12,2023-08-14,2024-08-08,60,BBB,0.15389779591061,0.521159241773358,Delinquent
LN001447,Citigroup,Corporate,4181.142525567319,3908.6653632736375,3.8890467539742746,36,2023-08-07,2026-07-22,0,AAA,0.02079030841634483,0.19299686547116482,Performing
LN001448,Citigroup,Individual,18213.61420642899,15711.139111434446,5.011515886656507,120,2024-03-08,2034-01-15,0,BB,0.006659337881284043,0.229187309399433,Performing
LN001449,HSBC,Corporate,11790.87618514414,8429.651002519093,5.791532236511376,36,2022-03-02,2025-02-14,60,AA,0.0032230303740440965,0.09168295475979721,Delinquent
LN001450,Citigroup,Corporate,75481.07854496245,59193.73975255611,8.278646469280403,36,2022-05-12,2025-04-26,0,BBB,0.04170785423184568,0.47571092749341765,Performing
LN001451,Deutsche Bank,Corporate,61185.66564254664,43777.49415679812,4.2765122581481565,12,2022-05-03,2023-04-28,0,BB,0.026846617984121444,0.5804073609210333,Performing
LN001452,Barclays,Corporate,12997.495430053268,12952.227824224236,5.0443355591558525,60,2024-01-03,2028-12-07,0,BB,0.06605374953282006,0.21605700227315455,Performing
LN001453,Citigroup,Corporate,4956.877686252607,4773.343641009227,3.6258437613458767,12,2022-06-24,2023-06-19,0,BBB,0.03463350858459499,0.35201932808174374,Performing
LN001454,Deutsche Bank,Corporate,11236.42729747046,10819.233976039843,4.385935777347797,60,2023-06-16,2028-05-20,0,A,0.06082705176401283,0.48294082543251904,Performing
LN001455,Citigroup,Individual,55358.77611289443,46651.99677535255,7.233943116729221,60,2022-05-30,2027-05-04,0,A,0.012972064848600147,0.5147207150949875,Performing
LN001456,Citigroup,Individual,18912.379776107104,18848.324538833367,4.598742621045421,36,2023-03-22,2026-03-06,60,AAA,0.1077227622275264,0.21782680441025248,Delinquent
LN001457,Citigroup,Individual,6221.089672612565,5496.531039173427,5.007341935422827,120,2022-03-30,2032-02-06,0,BBB,0.04760769525132657,0.2601039522509943,Performing
LN001458,Citigroup,Corporate,22262.28293066707,17588.56434016115,8.510618627997815,12,2024-12-26,2025-12-21,0,AA,0.06482556521746094,0.350683422708883,Performing
LN001459,HSBC,Corporate,61633.124821422694,61497.97443177913,2.5389210209735236,36,2024-11-06,2027-10-22,0,BB,0.014343128954387685,0.20672655305846727,Performing
LN001460,Deutsche Bank,Corporate,15490.481044583523,12885.84995481862,6.7484666620208795,60,2024-07-30,2029-07-04,0,AA,0.16721072676641835,0.3384832606119898,Performing
LN001461,HSBC,Individual,12774.685880795507,12191.806086391824,6.191732213961925,60,2024-11-27,2029-11-01,0,BBB,0.0601278535792915,0.19657700722035396,Performing
LN001462,Citigroup,Corporate,11440.645822849965,11239.03395785231,7.0455187415581895,120,2022-04-04,2032-02-11,30,AA,0.006327811571377462,0.23070946487166444,Delinquent
LN001463,HSBC,Corporate,16113.63671405428,16023.024311979665,4.103046681496056,120,2022-09-19,2032-07-28,0,D,0.005664891955807624,0.640367199748937,Performing
LN001464,Citigroup,Individual,26760.59262590279,25311.70904852765,2.367796045234924,36,2023-08-07,2026-07-22,0,BBB,0.07534045946065782,0.36638299752618964,Performing
LN001465,Barclays,Corporate,81599.51270266989,75324.54899602474,8.351066378554362,60,2023-06-28,2028-06-01,0,BBB,0.01014606618166247,0.5396747890567976,Performing
LN001466,Deutsche Bank,Corporate,27912.718998594846,24864.33394715034,1.0717601450782985,60,2023-11-20,2028-10-24,60,D,0.011425575320528498,0.27224757500337604,Delinquent
LN001467,Deutsche Bank,Corporate,49710.599981769796,35306.0855508022,4.743611559960605,12,2024-04-30,2025-04-25,0,A,0.017386541955098866,0.288278363431168,Performing
LN001468,HSBC,Corporate,28469.615905768023,28165.14597886631,4.048356459369301,36,2023-07-12,2026-06-26,0,B,0.025662918122201048,0.5420268600362028,Performing
LN001469,HSBC,Corporate,8698.97061954332,7881.424011437271,6.0533370152876245,36,2023-01-05,2025-12-20,0,BBB,0.1224000692091479,0.4849343983186969,Performing
LN001470,Barclays,Corporate,84899.97984962087,70015.10485846283,1.5894774584840694,60,2023-01-25,2027-12-30,0,AA,0.005351145032481924,0.393543038224582,Performing
LN001471,Deutsche Bank,Corporate,9176.470989049649,6965.56562259425,2.496755443902054,120,2023-03-17,2033-01-23,0,BB,0.09628215768691656,0.19039901714863255,Performing
LN001472,Barclays,Corporate,11962.590484444047,9271.985251286582,2.500932691351785,12,2024-07-29,2025-07-24,0,BB,0.12206383410377203,0.10759829662950539,Performing
LN001473,Citigroup,Individual,43595.462811428544,31375.97959358683,5.7464234408711885,60,2024-04-22,2029-03-27,0,AA,0.04255978284712425,0.39982169022831243,Performing
LN001474,Citigroup,Corporate,33770.27382536506,30228.80003350777,1.808545764716289,36,2023-05-19,2026-05-03,0,BB,0.13368862305265533,0.10742610139946257,Performing
LN001475,Deutsche Bank,Corporate,7816.637831590386,5614.188698955855,1.5559413698207445,120,2022-02-09,2031-12-19,0,BBB,0.07264946696709021,0.6869262722343393,Performing
LN001476,Barclays,Corporate,5871.1837132339415,4945.347925421817,7.443438039240242,60,2022-12-13,2027-11-17,0,AAA,0.028659456854791397,0.20069400201633766,Performing
LN001477,HSBC,Corporate,55683.23212946849,53955.015471371335,6.7136875041496715,60,2023-07-10,2028-06-13,0,BBB,0.12419057715241898,0.07017394342759212,Performing
LN001478,Citigroup,Individual,61039.08594114704,43483.81243464161,6.030178056919748,36,2024-04-30,2027-04-15,30,B,0.04242471763887775,0.429490928177148,Delinquent
LN001479,Barclays,Corporate,24641.094280508027,19788.49479772825,1.0,60,2024-10-21,2029-09-25,0,BB,0.0029581544292664307,0.5611261180890462,Performing
LN001480,Barclays,Corporate,8249.63109779958,6813.980586874079,1.4010466966648485,12,2022-04-18,2023-04-13,0,BBB,0.01246225349152837,0.5502917390857258,Performing
LN001481,Barclays,Individual,22232.350987362035,17022.222501932545,2.674042610722859,36,2023-11-24,2026-11-08,0,BBB,0.12860745027623185,0.3756653932917986,Performing
LN001482,Barclays,Individual,81438.32026214684,68244.58132497524,2.194125914048592,12,2023-08-07,2024-08-01,0,AA,0.016292465712723178,0.03648514970436661,Performing
LN001483,Citigroup,Corporate,30274.16099083259,26768.579764962466,5.7858369010832975,60,2024-12-02,2029-11-06,0,A,0.0063964587205224055,0.2804096100734601,Performing
LN001484,Deutsche Bank,Individual,11627.07328979352,8680.406680429138,4.185565031882136,60,2022-03-07,2027-02-09,0,AA,0.002317424304290166,0.06212669389707185,Performing
LN001485,HSBC,Corporate,48631.38292294882,35644.911380972226,5.716688747076432,12,2023-02-09,2024-02-04,0,AA,0.02784947402019884,0.24778407794376672,Performing
LN001486,Barclays,Individual,154988.64741842297,123105.87343046197,3.488417525883319,120,2024-09-11,2034-07-21,0,A,0.03468133656264345,0.10117276785859204,Performing
LN001487,Citigroup,Corporate,184439.36620901924,139878.683956923,1.0,36,2022-10-03,2025-09-17,0,BB,0.10590841163045368,0.8180689666874463,Performing
LN001488,HSBC,Corporate,37302.726077372274,28702.32738526148,2.2380453000771077,36,2024-01-19,2027-01-03,0,AAA,0.06208684476487635,0.7953197991386973,Performing
LN001489,HSBC,Corporate,20917.13546108741,19828.89705480575,5.403034651962475,120,2024-01-01,2033-11-09,0,BB,0.012235220031236328,0.5629869278493411,Performing
LN001490,HSBC,Corporate,4952.823356941555,3875.091167920213,7.807619935963695,36,2024-01-30,2027-01-14,0,AA,0.03305220544240773,0.32965305357227986,Performing
LN001491,Citigroup,Individual,10511.75371210438,7517.3289617979535,6.362920643144559,60,2023-10-25,2028-09-28,60,A,0.04717972872288997,0.6317592031141497,Delinquent
LN001492,HSBC,Corporate,79396.70740392582,67029.9555006704,4.355875523174694,36,2024-01-16,2026-12-31,0,AAA,0.010845048355848002,0.29303842201292263,Performing
LN001493,Barclays,Corporate,48214.69663714918,46981.866270958315,5.745509117445074,36,2022-04-06,2025-03-21,0,A,0.010989783562393975,0.37395158127908174,Performing
LN001494,Barclays,Corporate,26328.902876439588,22372.584699607025,5.387178945179773,120,2022-08-26,2032-07-04,0,BBB,0.06885045241997946,0.3814281109197391,Performing
LN001495,Citigroup,Corporate,9615.314110145888,9195.150368073404,5.117026227943446,36,2023-01-02,2025-12-17,0,A,0.026673186068606407,0.4265966872807004,Performing
LN001496,Deutsche Bank,Corporate,47006.19451545699,33067.955788269515,3.4907471163236785,60,2023-10-31,2028-10-04,0,AA,0.006494187077803055,0.30843955264280926,Performing
LN001497,Citigroup,Individual,40595.92882924254,40466.89940968627,4.5226271268938945,60,2023-06-05,2028-05-09,0,B,0.0019696604083134684,0.4711103332520853,Performing
LN001498,Citigroup,Individual,36836.16613244776,29675.0211970994,4.142716042048738,60,2023-01-26,2027-12-31,0,BB,0.04989580034018977,0.6420951295638732,Performing
LN001499,Deutsche Bank,Corporate,10348.666106025948,9683.016631591605,4.493411073017619,12,2024-11-15,2025-11-10,0,BB,0.020249350091382626,0.14457396932046865,Performing
LN001500,Citigroup,Corporate,11201.618685599848,10812.151101165924,2.0072704321631765,60,2023-11-17,2028-10-21,0,A,0.06098159183603984,0.2132481626496918,Performing
LN001501,Barclays,Individual,6002.357484874737,5384.5717301180375,4.823777644843689,36,2023-05-29,2026-05-13,0,AAA,0.06480021162834404,0.4537262892888106,Performing
LN001502,Barclays,Corporate,2438.4154938379975,1917.2651524625383,3.032603012670623,36,2024-08-26,2027-08-11,30,AA,0.013492126484948797,0.5090814688934048,Delinquent
LN001503,Citigroup,Corporate,12907.05520849795,11727.802114903767,3.3615606868092422,12,2023-08-08,2024-08-02,0,D,0.014520729882996958,0.16255291667191113,Performing
LN001504,Deutsche Bank,Individual,27486.10159039113,23586.141329938164,4.084219171526631,12,2023-04-06,2024-03-31,0,BBB,0.007408912515175251,0.4105056835721177,Performing
LN001505,Deutsche Bank,Corporate,13781.379784206856,10662.896742329955,8.031955372405688,60,2023-10-25,2028-09-28,30,A,0.013573864993315287,0.24681411808259968,Delinquent
LN001506,Barclays,Corporate,67611.2571276244,50585.94638833865,9.345409531404915,36,2024-10-07,2027-09-22,0,AA,0.09343898976268776,0.32738193377020325,Performing
LN001507,Citigroup,Corporate,6061.551104957204,4578.139258316942,6.7892804123607835,60,2023-12-14,2028-11-17,0,AA,0.014622083701101986,0.645642290456123,Performing
LN001508,Citigroup,Corporate,82271.45176819953,73101.5199390327,6.222179504048773,36,2024-05-20,2027-05-05,0,A,0.06988031614176478,0.3891736196541194,Performing
LN001509,Citigroup,Corporate,50768.009486702125,37222.226874845604,6.192193718360516,36,2024-01-01,2026-12-16,0,A,0.02454727435389318,0.6538980102471648,Performing
LN001510,Deutsche Bank,Individual,6321.865801004351,5130.454900183747,6.6323077266456245,36,2024-10-08,2027-09-23,0,A,0.0685280605729628,0.3544589313576593,Performing
LN001511,Citigroup,Corporate,291031.7720190815,279150.62694920774,5.045916363843174,12,2024-09-27,2025-09-22,0,AAA,0.010111542209547214,0.1436669226200906,Performing
LN001512,Citigroup,Corporate,17528.826395172375,13486.690912905748,6.85823308492024,36,2022-04-26,2025-04-10,0,BBB,0.02018689613080606,0.12559663327085668,Performing
LN001513,Barclays,Corporate,8047.402297947737,6081.620066222995,7.8437691474578495,120,2022-07-27,2032-06-04,0,AA,0.012083402376717909,0.5307406589205764,Performing
LN001514,HSBC,Individual,8400.589172094247,7291.594695284868,4.73098525728755,12,2024-02-16,2025-02-10,0,BBB,0.026880834559126435,0.5953932405428506,Performing
LN001515,HSBC,Corporate,13654.434065119707,12948.841543011136,6.9808035407289974,36,2022-10-17,2025-10-01,0,AA,0.00506804506924422,0.4683474794167181,Performing
LN001516,Barclays,Corporate,15340.712570895517,11072.441205771085,7.354047138774387,36,2024-12-26,2027-12-11,60,AA,0.03844303539532613,0.5868017573584728,Delinquent
LN001517,Barclays,Corporate,12302.470085150335,12229.800471858793,7.956486436141814,12,2023-08-21,2024-08-15,0,BB,0.006042578934914337,0.05598679733522289,Performing
LN001518,Citigroup,Corporate,29500.33535254428,26924.977530565735,8.233222701728154,60,2024-10-07,2029-09-11,0,AAA,0.013757752340460552,0.1003932858499163,Performing
LN001519,Barclays,Corporate,76389.23763106439,72532.99440752299,6.669113657114683,36,2022-05-23,2025-05-07,0,BBB,0.02200941750806849,0.4250924879880823,Performing
LN001520,Deutsche Bank,Individual,11282.340625116976,8564.9839579925,3.4218408468264356,120,2023-07-17,2033-05-25,60,A,0.03239172150004198,0.7683999287178223,Delinquent
LN001521,Deutsche Bank,Corporate,28848.38385732728,21962.57855481137,4.576499817302649,36,2023-08-11,2026-07-26,0,BBB,0.015501897401141676,0.8142796568873006,Performing
LN001522,Citigroup,Individual,65113.450049610394,57055.94625266879,8.058655623309134,36,2022-08-30,2025-08-14,30,BBB,0.014632843781209468,0.5899365715381205,Delinquent
LN001523,Deutsche Bank,Individual,13204.987571452237,9266.810356302496,1.6798137311160253,60,2022-09-12,2027-08-17,0,CCC,0.039663733236526666,0.6277402426438734,Performing
LN001524,Citigroup,Corporate,10925.13008443964,7833.527804602871,4.9430377603592754,36,2022-12-30,2025-12-14,0,A,0.017691879511172553,0.5062213393219107,Performing
LN001525,Citigroup,Individual,26122.661563425256,24344.36050157246,6.800529600254196,60,2024-10-08,2029-09-12,0,A,0.036472766731343545,0.3530235909651419,Performing
LN001526,Deutsche Bank,Corporate,896.5876340681518,715.9188929916961,5.328217449477593,120,2024-01-02,2033-11-10,0,AA,0.01916284283388529,0.43163292176649315,Performing
LN001527,Barclays,Corporate,20618.062352393048,14671.309658490656,2.4497400717472964,120,2022-10-24,2032-09-01,0,B,0.08819781239084096,0.24966126083450832,Performing
LN001528,Barclays,Corporate,168057.596791174,161920.990726379,3.8801984628512614,36,2024-01-10,2026-12-25,0,B,0.09949119721497754,0.1664486799317306,Performing
LN001529,Citigroup,Individual,14138.538719912454,13233.484845846879,7.566981660752001,36,2022-05-23,2025-05-07,0,BB,0.053349252404346084,0.5928479805974505,Performing
LN001530,Barclays,Individual,115752.24636758535,91882.1291279353,7.865554001918213,60,2023-03-16,2028-02-18,0,BBB,0.02919996245247293,0.32160898300789614,Performing
LN001531,Deutsche Bank,Corporate,33163.1717151626,24594.958287732898,1.652668323648994,12,2024-01-01,2024-12-26,90,AA,0.027515502348569146,0.4819221182742914,Default
LN001532,HSBC,Corporate,17544.553760843963,13252.57714807303,4.510402138172885,36,2022-06-08,2025-05-23,0,A,0.028796790213360856,0.10430872974156592,Performing
LN001533,Citigroup,Corporate,27738.2259586648,26111.523225942074,2.0486692113310716,12,2024-06-14,2025-06-09,0,A,0.09454754909490136,0.4985784867578221,Performing
LN001534,HSBC,Corporate,34389.64893905866,26276.031793924878,5.254857731104541,60,2022-08-15,2027-07-20,30,A,0.009098163107338979,0.2236217561998335,Delinquent
LN001535,Barclays,Corporate,11679.735201867881,9998.601173733156,2.9998797955759082,36,2024-06-03,2027-05-19,0,BBB,0.053304008014201903,0.12090293150317495,Performing
LN001536,Barclays,Individual,5113.364800888815,3932.1232575496238,5.209792011309923,36,2022-04-22,2025-04-06,0,BB,0.07501758574927159,0.1318470516366801,Performing
LN001537,Citigroup,Corporate,16777.452910909193,15027.177970881385,3.1349341712131142,36,2024-06-19,2027-06-04,0,BBB,0.01785074967106628,0.6568928956565013,Performing
LN001538,Deutsche Bank,Corporate,10943.063311290893,10881.324238928573,6.723319954080434,12,2022-12-23,2023-12-18,0,AA,0.0021398467934712335,0.3348812973788979,Performing
LN001539,Barclays,Corporate,40706.362157610754,40009.900497888586,3.7793146935834505,12,2024-11-21,2025-11-16,0,AA,0.031132861430206014,0.45037005572991007,Performing
LN001540,HSBC,Individual,43484.037724587324,42286.525954478355,3.4578596046535646,12,2023-05-05,2024-04-29,0,AAA,0.09657681614523708,0.24118124927087797,Performing
LN001541,HSBC,Corporate,14141.696928563504,13652.577441689127,3.032399222461774,12,2022-05-03,2023-04-28,60,AA,0.010320485496182216,0.23845927291651856,Delinquent
LN001542,HSBC,Individual,37188.67622939651,34218.57988699931,2.2432564377078426,36,2023-03-14,2026-02-26,30,A,0.0033919983578250845,0.5476767680628967,Delinquent
LN001543,HSBC,Individual,33569.28615905079,25891.599122159736,2.2229814116668103,60,2024-12-09,2029-11-13,0,A,0.05414489137140552,0.4143443922813211,Performing
LN001544,Deutsche Bank,Corporate,2347.6428457478282,2344.4728542640837,2.8624147925176584,60,2022-11-24,2027-10-29,0,BBB,0.0426383732205767,0.2331069525338068,Performing
LN001545,Citigroup,Corporate,57945.886850284594,56844.11623450765,4.522667789201333,60,2023-01-03,2027-12-08,30,AAA,0.006748746252717155,0.21474020858490492,Delinquent
LN001546,Deutsche Bank,Individual,5605.344779802081,5164.875030549974,2.43912155872977,36,2022-04-05,2025-03-20,0,BBB,0.05383138041594021,0.25475473502916135,Performing
LN001547,HSBC,Corporate,17455.65817185717,13802.677055787812,3.405977505260882,36,2022-01-10,2024-12-25,0,BBB,0.023158875876364428,0.16134275071210635,Performing
LN001548,Citigroup,Corporate,109616.99762126959,99616.76392350091,7.081087055295459,12,2022-11-21,2023-11-16,0,BB,0.03608743302085173,0.5449465666543076,Performing
LN001549,HSBC,Corporate,50774.964302259345,37555.211537376665,7.43231883999543,60,2022-09-01,2027-08-06,0,AAA,0.05267766962160146,0.11403095481540874,Performing
LN001550,HSBC,Corporate,5830.441184313451,4639.308976803264,1.9498534582253604,60,2023-05-19,2028-04-22,0,BBB,0.044630431616353015,0.34527424764800935,Performing
LN001551,Barclays,Individual,23595.903377117433,18500.669600248075,7.750820746550115,36,2023-11-24,2026-11-08,30,AA,0.026878493020923804,0.15553576219288073,Delinquent
LN001552,Citigroup,Corporate,23011.666115993386,18298.184376706307,5.355535186726675,36,2022-03-16,2025-02-28,0,BBB,0.019444945016954557,0.34354632156492515,Performing
LN001553,HSBC,Corporate,28942.991275285185,21062.539893800433,6.216158538343928,120,2023-04-27,2033-03-05,0,BB,0.03219648223552739,0.3036864564472666,Performing
LN001554,Barclays,Individual,5608.172202750939,5003.920306265439,8.88237719079325,60,2024-09-06,2029-08-11,30,A,0.1840299060044277,0.28445285539296394,Delinquent
LN001555,Barclays,Corporate,196201.46263186052,176658.2138015981,5.836430638633497,12,2024-02-20,2025-02-14,30,AA,0.034518392413965,0.23740641402271487,Delinquent
LN001556,Barclays,Corporate,34135.686249046295,23894.989696258202,1.0,12,2023-12-08,2024-12-02,0,A,0.007467468549227038,0.1325835970608172,Performing
LN001557,HSBC,Corporate,25048.464994474325,20362.388829251755,4.603261760262227,60,2023-01-13,2027-12-18,0,BBB,0.09883419748382041,0.12101097337553471,Performing
LN001558,Barclays,Individual,56817.0054846865,54521.90106362446,5.983288706147296,36,2023-10-23,2026-10-07,90,BBB,0.004177246379006783,0.14946231685322472,Default
LN001559,Barclays,Corporate,18287.34852584866,16218.079881508456,5.337244845037902,36,2022-04-08,2025-03-23,30,BBB,0.057523119882408644,0.3810260029538616,Delinquent
LN001560,Deutsche Bank,Individual,40993.62299505017,33291.626254705756,4.8074529540973545,60,2022-10-13,2027-09-17,0,A,0.09002490205452111,0.2034319877457107,Performing
LN001561,HSBC,Individual,10464.227114163974,7667.097848499695,1.7518959866784818,36,2024-05-28,2027-05-13,0,AAA,0.04182946821649282,0.16038574394387534,Performing
LN001562,HSBC,Individual,11420.30046903902,11169.4938736874,7.981669505222557,12,2023-05-01,2024-04-25,0,BBB,0.0006343802127253287,0.33824402497224165,Performing
LN001563,Barclays,Corporate,38334.55526958462,27469.495034881606,3.1407648805570405,12,2024-11-28,2025-11-23,0,D,0.011932928965432655,0.0683124980674502,Performing
LN001564,Deutsche Bank,Corporate,22177.493507801308,17923.10692112781,3.7479989481018983,12,2022-09-12,2023-09-07,0,AA,0.020554646246688575,0.559118027460723,Performing
LN001565,Barclays,Individual,21052.771161742832,18153.154932777557,4.697727004022322,120,2023-07-13,2033-05-21,0,BB,0.013654920318611964,0.6543104675806808,Performing
LN001566,HSBC,Corporate,31846.40245261623,31469.927258417458,4.639155718723354,12,2022-05-13,2023-05-08,0,AA,0.03519853272575617,0.1827109645302869,Performing
LN001567,Deutsche Bank,Individual,6842.918650124377,5105.4993989077875,5.023403847029255,12,2022-05-18,2023-05-13,0,AA,0.06809428490621511,0.48098323907783164,Performing
LN001568,Deutsche Bank,Corporate,1618.4218815636268,1345.8314389497211,2.2163304538672253,12,2022-02-07,2023-02-02,0,A,0.05540660170623466,0.7188235586651227,Performing
LN001569,Barclays,Individual,16883.529545263522,12110.285233172483,3.8720821524447144,36,2022-07-01,2025-06-15,0,BBB,0.054106906695435705,0.5921652259217102,Performing
LN001570,Deutsche Bank,Corporate,5621.999471187507,5059.844542985464,4.064636978364441,60,2023-12-20,2028-11-23,0,BB,0.009256144268699737,0.3824208203826319,Performing
LN001571,Citigroup,Corporate,31491.26649256413,30186.12928588667,4.008205237304016,120,2022-11-14,2032-09-22,0,AA,0.008105605256710544,0.05925929713434563,Performing
LN001572,HSBC,Corporate,66646.59026864094,60073.46318967366,5.6818472512395815,12,2024-06-18,2025-06-13,30,BB,0.0017950605059418665,0.49018830614696884,Delinquent
LN001573,Deutsche Bank,Corporate,18174.50309897736,17266.700244664167,4.9616135792310585,12,2024-12-09,2025-12-04,60,BB,0.0796577409548738,0.3399164993120452,Delinquent
LN001574,Deutsche Bank,Corporate,5349.999270045899,4432.511484953848,6.550012479249265,60,2024-04-19,2029-03-24,0,AA,0.007311638493692417,0.06068948799404596,Performing
LN001575,Deutsche Bank,Corporate,19378.53684194974,16167.41709439222,6.600301534986661,36,2024-07-19,2027-07-04,30,A,0.07182133966230339,0.13020806505023647,Delinquent
LN001576,Citigroup,Individual,9376.692807189605,7976.301460290873,3.753033275806809,36,2022-04-22,2025-04-06,0,BBB,0.007051429923527271,0.5319166120112249,Performing
LN001577,Barclays,Corporate,69180.56065336944,67144.3883418935,4.794404348773396,12,2022-04-18,2023-04-13,0,BB,0.041153122272107365,0.18552211410745864,Performing
LN001578,Barclays,Individual,22165.14763196407,20762.56719487936,2.6532044028707054,120,2023-04-13,2033-02-19,0,AAA,0.034727412487879014,0.5113130161626065,Performing
LN001579,HSBC,Corporate,73438.75274735436,58488.4911686313,5.453916260764499,60,2022-05-16,2027-04-20,0,AA,0.004804719118815816,0.5714472047501971,Performing
LN001580,HSBC,Corporate,9725.019781442887,8381.704711308948,3.47326040463137,12,2022-12-07,2023-12-02,0,BB,0.13194047331140374,0.5085040014877769,Performing
LN001581,HSBC,Individual,21555.9413138433,21248.7837636219,6.203801086046298,12,2022-02-07,2023-02-02,0,A,0.0366188680176044,0.14581924168013605,Performing
LN001582,Deutsche Bank,Individual,10303.376354363276,7256.438154210283,1.5444687353750837,120,2024-03-08,2034-01-15,60,A,0.006787757773365016,0.7455855782351688,Delinquent
LN001583,HSBC,Corporate,35875.03081577865,29647.942992635253,1.8198763017824864,36,2023-01-23,2026-01-07,30,BB,0.018849382600154823,0.2705149967722807,Delinquent
LN001584,Deutsche Bank,Individual,16375.855912328323,14590.059259196947,4.8210159606964735,60,2023-03-06,2028-02-08,0,A,0.011144089008998463,0.3213799081778283,Performing
LN001585,HSBC,Corporate,10709.810096399806,9258.333577868976,6.255143842757398,60,2024-11-25,2029-10-30,0,A,0.002483591165743267,0.12861996979377227,Performing
LN001586,Barclays,Corporate,5354.261083347337,4953.416456342189,7.637966945785513,120,2022-06-20,2032-04-28,0,AA,0.022959665156967308,0.1592984609835308,Performing
LN001587,Barclays,Corporate,50976.34538972252,46530.491817770264,4.242489943615415,120,2023-08-30,2033-07-08,0,AAA,0.026961878305652387,0.5136183876908352,Performing
LN001588,HSBC,Individual,40938.65197211639,40797.46988665387,3.298891281737533,12,2022-04-22,2023-04-17,30,A,0.018960632529951966,0.4906965631027425,Delinquent
LN001589,HSBC,Individual,12609.828065532682,8950.880153569691,4.679633741032556,36,2024-04-01,2027-03-17,0,A,0.06409557933392271,0.5372229516131845,Performing
LN001590,Citigroup,Individual,10404.135033376953,9293.767070159944,4.187055133598736,120,2024-08-19,2034-06-28,0,BBB,0.09376941850377855,0.5254002290079803,Performing
LN001591,Citigroup,Corporate,35775.61793177173,34523.240870195346,3.0257298318877197,36,2024-07-29,2027-07-14,0,AA,0.04545687266825637,0.149268205778847,Performing
LN001592,HSBC,Corporate,77330.61804734413,67145.97181183302,4.400604900104141,36,2024-09-18,2027-09-03,0,BBB,0.024482959806387265,0.18158890443814915,Performing
LN001593,HSBC,Corporate,613.0987740865553,495.298293639875,5.041784046328178,60,2023-10-02,2028-09-05,30,BB,0.05437373067660196,0.4472224888191294,Delinquent
LN001594,HSBC,Corporate,68314.39063052068,52328.0754898157,1.554501109617353,120,2022-07-08,2032-05-16,30,BB,0.0281697429051403,0.8479761728507813,Delinquent
LN001595,HSBC,Corporate,30233.213747494774,21683.73518576343,8.026854055030881,120,2022-09-29,2032-08-07,60,BBB,0.014578017164904698,0.18677880273586397,Delinquent
LN001596,Deutsche Bank,Corporate,36179.035059635455,32024.42168048459,4.736154968671388,120,2024-05-13,2034-03-22,0,A,0.004607467035357866,0.16117514276428624,Performing
LN001597,Citigroup,Individual,14254.41428214084,11526.423806561952,4.907713365575387,12,2024-09-23,2025-09-18,0,AA,0.034604836709679676,0.46901184513534855,Performing
LN001598,HSBC,Corporate,8110.759092044806,7953.397316887475,3.792444824756852,12,2023-04-26,2024-04-20,60,BB,0.005961713483619856,0.4754860927684167,Delinquent
LN001599,Barclays,Corporate,30037.437215484235,25081.19156548172,4.543505933553688,12,2022-08-16,2023-08-11,0,BB,0.007708962141039352,0.23371038309441372,Performing
LN001600,Citigroup,Individual,4239.789139573855,3169.4225002731746,2.5612641563325984,120,2024-05-20,2034-03-29,0,B,0.002498490561163974,0.15723671308463488,Performing
LN001601,Deutsche Bank,Corporate,81318.57103533711,69389.05982602108,4.751905465205764,60,2023-12-20,2028-11-23,0,BBB,0.1293907031281543,0.7502411872525736,Performing
LN001602,Barclays,Corporate,36011.6500283012,28160.787643889846,6.02560745197898,36,2024-10-24,2027-10-09,0,BBB,0.011547484592647216,0.18944958630566713,Performing
LN001603,Citigroup,Individual,7906.03445662584,7250.148709196852,3.8319638466667048,120,2023-02-20,2032-12-29,0,B,0.014241137464510048,0.11557905435835342,Performing
LN001604,HSBC,Corporate,39759.304311396685,35203.44755171586,5.002114367796397,120,2024-02-19,2033-12-28,0,D,0.009285141520255521,0.37868159348779035,Performing
LN001605,HSBC,Corporate,4927.206025640956,3888.832397932259,4.022807539532892,36,2023-11-01,2026-10-16,0,AA,0.03769385270283834,0.08217063784265821,Performing
LN001606,Deutsche Bank,Corporate,41106.15740423971,40902.754905538866,2.4044660590532168,36,2023-12-25,2026-12-09,0,A,0.037263933507865506,0.2815519265766446,Performing
LN001607,HSBC,Corporate,48073.478275416834,35199.76848260435,5.511711408329335,12,2022-10-03,2023-09-28,0,A,0.02603560913246659,0.6794711427746861,Performing
LN001608,HSBC,Individual,23171.362080866616,23127.8066653044,8.203301026131724,120,2023-12-26,2033-11-03,0,AA,0.01854876188074018,0.17469943942311056,Performing
LN001609,HSBC,Corporate,39402.39093571565,33057.485787159065,4.268072452636345,60,2022-07-29,2027-07-03,60,AAA,0.03937451212064457,0.020992594303842038,Delinquent
