Loan_ID,Principal_Amount,Days_Past_Due,Loan_Status,Credit_Score,Collateral_Value,Commitment_Amount,Provision_Amount
L003545,163376.05803200824,0,Active,826,678418.0796573085,72746.60415443862,26002.972702700943
L003546,91909.467262008,0,Active,752,151009.31109635864,77864.70450781424,71581.8744842559
L003547,489692.6151292107,120,Delinquent,494,723112.9869581958,334485.74517447216,49044.98159204653
L003548,309395.316165751,180,Delinquent,560,11298.092050612584,90045.08219015395,60124.712697755414
L003549,567774.2808390156,0,Active,308,689769.3030799073,206917.63213819035,73497.70620716279
L003550,805766.8415786404,30,Active,515,191296.60215070174,269701.13500285894,8944.297982081795
L003551,145777.00327121574,0,Active,412,498170.6176507778,128453.40770179097,68941.71986322066
L003552,584892.0937087422,0,Active,639,234441.64705679115,345777.2103023116,42737.925220905105
L003553,510453.67278596526,0,Active,346,108236.76147292538,428986.99172110925,93040.4494128297
L003554,152637.99815306757,0,Active,788,197678.37541104615,6090.272699586397,87856.66451548241
L003555,627758.5006736926,0,Active,621,378342.6293643336,144632.35251970962,75262.98039833391
L003556,280904.0136821639,0,Active,397,735729.1160103749,356096.4603218992,73312.39621736362
L003557,492955.9753585724,0,Active,744,311203.1515914471,137797.33223006807,88482.55427128403
L003558,91449.60103429126,0,Active,392,44695.63436091377,261477.44955998898,79579.94530486451
L003559,464988.2166414868,0,Active,551,19014.33691299079,378231.7105629088,96242.46492964689
L003560,313398.8333623921,180,Delinquent,462,167896.48214058054,171854.7454104241,86324.65686355034
L003561,824157.3990735008,60,Active,457,41623.09454722361,393782.60831526975,32948.36205348476
L003562,66408.9397273946,0,Active,437,296903.498761772,408068.29061873304,69791.2554554565
L003563,424421.2021691466,90,Active,683,307402.37780185236,495546.6967918652,86591.33645767403
L003564,463847.1098901236,0,Active,611,777712.6306801474,216156.3158504237,81016.56847804491
L003565,727756.0155361275,0,Active,589,244987.6607592607,237898.51854634352,62267.13239637541
L003566,578544.6993393089,120,Delinquent,364,479147.30697871064,391443.7474204248,50362.3602184485
L003567,670540.2138222392,0,Active,497,655058.9625499392,433989.2774332243,8341.54872441304
L003568,779278.7927952386,0,Active,827,410418.2934611896,252615.02345848957,32045.347929303756
L003569,863580.9439216069,0,Active,836,557257.1329289251,10861.839970057186,60519.80172717428
L003570,320736.7417552458,0,Active,549,779511.0741229709,229017.3346779654,57797.918949104765
L003571,542642.478310264,0,Active,838,259321.8592937446,112621.90506846741,74958.71319573885
L003572,841706.9976548079,180,Delinquent,416,59368.46111950711,48345.07671122778,87610.46432594108
L003573,989556.6196554059,0,Active,785,344251.72058700665,169619.5796302297,56181.47885380712
L003574,890624.1179333255,90,Active,662,432506.86078852037,195960.44443721822,64275.83110003857
L003575,377752.589998133,90,Active,325,463989.1349490695,490825.0277941162,42584.42768769469
L003576,203214.8520464639,0,Active,792,590850.0835888108,227622.70047170302,5866.673502682785
L003577,494498.61203252285,0,Active,656,718468.0165011539,483786.47455833957,32706.013072924346
L003578,744225.0373176818,0,Active,711,400132.2094438272,366195.3188053905,53951.590407854455
L003579,497643.3800457646,0,Active,775,114724.56371440396,126543.02749069662,49298.182038853534
L003580,488349.0546805318,0,Active,713,322726.7446693538,350982.4637456381,56319.57838480613
L003581,839848.1168709826,180,Delinquent,421,124295.51886626387,201328.76884045298,62540.66857436861
L003582,367789.7412765145,30,Active,760,145842.52428356378,289638.2258990114,6903.550348657383
L003583,861196.7280635291,0,Active,728,1359.7776048881017,259632.92944402128,1232.9477399749433
L003584,412736.75294220634,0,Active,542,743769.7341879967,465908.4614545288,22792.932351077787
L003585,334950.774621556,0,Active,702,596207.9283794111,64854.078916148086,53809.546791244946
L003586,459450.012087702,0,Active,551,80220.83697050535,221967.18481539484,34021.19811757805
L003587,764822.4890881197,90,Active,374,736085.1491859377,40584.50485293119,58161.25824096177
L003588,134742.00758535432,60,Active,411,696286.6698143397,127370.92696963387,63801.38158938321
L003589,204455.0237132972,0,Active,659,727912.0142224841,38419.83480133371,17478.101590448638
L003590,951930.377406461,0,Active,467,77851.154008592,469348.92489528924,58708.34426990007
L003591,183736.7111075438,0,Active,549,63914.47825209786,157444.67937531086,99586.69586629521
L003592,572050.044751744,0,Active,512,54188.210974720794,390646.25340219133,96244.44608220021
L003593,583521.3219953185,0,Active,742,773537.805650105,374269.6966931404,35325.1145726311
L003594,494728.21742974233,0,Active,345,528375.9992185294,70196.0925127889,20362.93193597283
L003595,648297.7960910504,0,Active,317,142385.66571875816,70526.00164379292,90621.88813727247
L003596,237528.45853964225,0,Active,649,743327.5882879692,188973.36009446147,75174.31622229368
L003597,557135.6450989807,0,Active,519,354532.03178292664,284292.3493178813,23676.475211712066
L003598,378451.52269442816,0,Active,697,628357.581259247,213362.49684726537,33153.524521588086
L003599,665050.5870328972,0,Active,397,508950.5875560235,383978.8214571185,43092.74780370349
L003600,149811.30793941798,0,Active,304,519723.83601120865,267971.94946458325,39080.54109839596
L003601,575168.6426710815,0,Active,458,351783.30998266005,440924.32621007366,61490.11736722063
L003602,193417.65182949047,0,Active,386,315960.1882820889,296199.4127904667,72352.25018693409
L003603,285856.63248388603,60,Active,419,129536.4197494596,296184.7602432507,89957.26538539235
L003604,226522.7023203474,0,Active,742,56624.562369391904,329840.4070639288,17622.25350793275
L003605,191009.40207012894,0,Active,471,742393.2010067868,301502.1649240215,36565.22115684454
L003606,827453.8420450604,120,Delinquent,534,749298.9584258673,306058.964606799,74977.64840658706
L003607,292850.49198428146,0,Active,777,513038.3709700025,224854.99089910142,69612.33974997993
L003608,927852.5440458049,30,Active,420,310449.02850930684,45273.09858544293,89854.99787026369
L003609,970227.260091739,0,Active,796,20072.006696490076,184453.08074388327,70933.37593770365
L003610,575547.8652377264,0,Active,721,358124.91354543174,384151.6482847514,11535.558505756771
L003611,151571.11143906912,0,Active,434,527180.2708245051,18993.88014802855,71981.57068271002
L003612,380802.76094578544,0,Active,614,240229.48077202679,345315.91336248594,2979.1103275794153
L003613,799754.9407147318,0,Active,368,273949.809338352,490428.2087364454,56183.26530585044
L003614,373716.82141009974,0,Active,497,377858.7276613758,217981.3933757329,66984.0754048601
L003615,96147.04611976085,90,Active,310,395934.2039343216,106206.8019066783,82516.77180775935
L003616,561217.0618189061,0,Active,429,594291.8459119307,11503.293198076026,60061.40356800815
L003617,846669.6429810744,0,Active,409,399808.9904458098,427376.49983009853,63514.93963239243
L003618,797967.1232720674,0,Active,326,676219.7704716618,73693.1041907144,15209.785113058282
L003619,183371.9087290497,30,Active,699,386221.22669605946,21573.647060839696,6238.431836772828
L003620,676036.9682683421,30,Active,619,25529.537399004454,242719.21765370318,10192.652591060913
L003621,228299.22080129065,30,Active,493,113124.89243759813,190866.24129665107,22991.05071023665
L003622,226025.4592066505,0,Active,645,574529.433616851,479903.8823210699,44697.497759791426
L003623,875331.0555721333,0,Active,315,361489.38048179174,231262.09313895673,39285.44079460037
L003624,257172.26321282785,0,Active,372,368973.94665221253,417715.4515640243,30146.615352543526
L003625,270614.87305283104,0,Active,500,782405.4426441361,465997.08577787003,88829.33556960906
L003626,10646.856853686559,30,Active,463,457169.2748656848,92121.432624513,8797.935629995935
L003627,871962.3437842624,120,Delinquent,306,93536.27565330954,173164.42091890887,14415.438514635658
L003628,794668.8650770434,0,Active,360,347003.5034680695,461639.0066649661,43499.326656531965
L003629,631055.6457397712,0,Active,651,449060.23412538413,277931.4436360427,12958.978417071798
L003630,752763.1062994539,0,Active,784,29972.505198790066,161344.26435223102,15557.521798481566
L003631,160528.08175024687,0,Active,750,291687.8838956774,260255.66780015486,96708.61002102937
L003632,463740.35864169965,0,Active,713,774254.5055337592,365583.8742027644,49423.564542231805
L003633,357707.19347529305,0,Active,330,601042.5770805214,309171.7523331704,10499.562597122447
L003634,102838.76099444632,120,Delinquent,390,297722.0541148863,466795.76832009,5197.685900426607
L003635,491269.1803627748,0,Active,817,209689.4150903448,481489.7535980295,73497.56524849232
L003636,921532.253839209,180,Delinquent,745,226521.91777487882,355730.56064299744,38458.582078268446
L003637,49658.52786018753,0,Active,584,662731.6418760009,331856.8410449986,28450.273928383696
L003638,298546.30435885594,0,Active,692,321301.58288251894,6779.92329021726,68784.53831825996
L003639,215465.52684364642,0,Active,438,674539.8610451801,391848.38409214176,69869.76290334642
L003640,245765.18712903935,0,Active,629,726994.9239643525,249720.57899379142,36045.61933297932
L003641,909350.2063605816,0,Active,432,371359.3374825806,437319.6112264564,95069.52792254018
L003642,473388.36369194725,0,Active,625,756217.942195709,466554.72265852365,39992.11406147499
L003643,471636.4188104206,0,Active,829,239961.11258579776,184502.56181254183,37961.37099171095
L003644,762969.8860307295,180,Delinquent,320,208016.47139926977,452732.99266006344,77780.3313189575
L003645,162947.28196487654,0,Active,778,85841.58007597119,329784.02356387005,81590.83903054669
L003646,492392.70055905025,30,Active,757,196643.25484285472,214049.2966712752,28723.381512144097
L003647,435685.3619798491,0,Active,817,618122.9524772004,25386.83707205025,68907.75254706308
L003648,600941.5836411896,0,Active,835,323030.09920259786,371076.2362447075,63924.55930142198
L003649,999562.1262179342,0,Active,524,118530.30438597267,446604.7147588896,3366.4011854534047
L003650,771754.4051412266,60,Active,629,85625.2067454034,291153.3145624834,19541.284777330748
L003651,403887.0459872529,0,Active,667,392193.34935295314,201431.6599023226,10055.155411510175
L003652,829277.5217513065,0,Active,441,431483.5353508762,225733.3829812157,88527.61808044443
L003653,179001.2796793554,0,Active,498,635644.0026765803,354034.07216435927,95570.73376650344
L003654,40159.04944587052,0,Active,335,571846.4690340485,99134.09556005336,82498.28703537419
L003655,212403.88873963032,30,Active,765,133691.9703604475,102201.89262358636,31109.94992186371
L003656,347007.4405531171,0,Active,737,221509.7377080406,173517.5209757958,86013.26471101755
L003657,515474.94988496427,0,Active,490,555011.3729654185,14907.203209407638,5817.1650261008235
L003658,618977.8491357878,30,Active,396,144458.23066010463,334470.40128913673,68527.79806361193
L003659,911499.6600422775,0,Active,803,642579.4602589454,224119.91271740227,12410.236343389435
L003660,514755.4694549531,0,Active,666,525886.0904302386,446857.7302928126,1256.8690352101842
L003661,506262.88817947207,0,Active,449,429073.8510189433,323514.4550162299,17542.8521342208
L003662,59740.57972475231,30,Active,342,515404.54542254715,352355.3224659443,96341.21689686335
L003663,44562.43712966157,120,Delinquent,596,79772.51748967334,335929.8404648008,75421.68507212434
L003664,555648.3622972084,0,Active,618,438417.6331407387,208958.04971028882,51805.14593386206
L003665,443796.82711586106,60,Active,517,361039.79663761915,466357.9436572228,93695.49490270422
L003666,840788.5910304956,0,Active,787,410371.97015509184,457181.3678983759,41615.45593575333
L003667,169072.78886472672,0,Active,445,270133.5687401165,241257.7262764769,4028.2610188157155
L003668,34721.9454958791,0,Active,627,374541.5591325579,389668.8150233709,59459.62796938179
L003669,454548.3802508246,0,Active,558,706599.804995621,492551.28786408476,82836.1384956313
L003670,245103.7711847349,0,Active,418,275882.88716756215,165618.21562957362,28604.6081895467
L003671,59118.22960544907,30,Active,441,35948.49456637457,312426.7246083037,31730.569081248595
L003672,727352.3039791527,0,Active,589,205185.25962600202,284777.1796866757,67155.52735341985
L003673,120477.069957675,180,Delinquent,524,363490.850264454,270386.73770053557,80449.23216905403
L003674,612236.3050076939,0,Active,528,426792.4493254062,466562.1426151207,43406.700522693776
L003675,288239.25266522024,0,Active,556,341718.42307001096,63299.19799627148,8895.343944793765
L003676,181761.0898514718,0,Active,544,661289.720668867,258191.04868804564,74658.76901977658
L003677,385954.0076901243,0,Active,475,732138.3343091886,12927.255687873729,42652.58584637843
L003678,803431.3184607241,60,Active,654,389440.5871413027,154052.33346440422,91016.5542153662
L003679,398172.641135527,0,Active,821,60703.829959270995,337532.4760758414,25314.949930312745
L003680,753261.9527189451,180,Delinquent,438,336789.86506062926,390204.5152856894,46328.52657261849
L003681,134231.4338311592,180,Delinquent,418,144991.1512189848,427132.0200089614,70812.60247210042
L003682,775043.7054684283,0,Active,558,226797.12063539456,38307.288374659634,24518.03370522715
L003683,244563.99165758217,0,Active,491,666319.5077308341,92282.68339723056,22686.4122761579
L003684,680619.1985899841,0,Active,429,428233.51798147213,200751.00736028174,72862.47258095283
L003685,570123.7392925863,0,Active,457,662873.3701126496,190608.98868817522,17993.73281137302
L003686,929853.2700395705,0,Active,560,788501.091362399,126966.41132191256,11915.397130943406
L003687,393449.2927955609,0,Active,689,436182.97441317956,468345.03480792773,25895.02240255579
L003688,75503.53694609605,0,Active,823,729809.8107102463,266959.66330579564,82032.80737169743
L003689,28963.930695740375,30,Active,431,546772.7761845818,328511.0861317359,86382.74427557988
L003690,828589.9753630256,0,Active,707,81454.79424776143,374829.1693604564,10438.741041058385
L003691,529488.2812848178,0,Active,452,334319.1255130689,271942.0454896794,10968.218981160106
L003692,777491.6113165998,0,Active,581,527151.9057355847,416821.20710342954,83715.08934554907
L003693,242081.34401139955,120,Delinquent,345,564209.3217231977,492420.3656275192,94592.82784576532
L003694,351632.90805810137,0,Active,598,688532.7832736959,195959.6582656532,48020.27305237291
L003695,39802.83348920575,0,Active,320,509833.03875063977,321842.15673490876,84907.60009948297
L003696,961877.401328371,30,Active,464,72075.04215066817,158497.93349196843,88935.0571139209
L003697,671189.2276338052,30,Active,567,113954.39567302006,34501.20173693588,36074.0294311893
L003698,933873.0368817132,60,Active,400,262657.70739748457,13536.263054466313,50460.49361260453
L003699,272841.4433547816,0,Active,672,235234.97845220705,116286.35888009264,57114.38771528056
L003700,615348.9751134042,60,Active,332,177284.28764929855,81157.79146194024,77484.32652019452
L003701,681714.9686097114,0,Active,535,493836.96144384367,361131.2896578732,45922.46051478466
L003702,324374.2032550126,90,Active,497,343768.0593563172,231679.88151751817,50738.94474725281
L003703,849628.1426654737,0,Active,806,547991.0247561818,270049.1796106681,7450.178689459497
L003704,947689.8482712454,90,Active,631,309575.18251713214,40893.11606168377,5417.159315025632
L003705,886006.5665190443,120,Delinquent,744,219265.49509321357,9703.337172714988,73967.11920267124
L003706,741676.3061799788,0,Active,785,440376.9387397032,217565.20549251497,48225.91157614158
L003707,284690.0329277045,120,Delinquent,419,77408.05738745272,127843.51145273515,8963.236712447886
L003708,288799.8816845754,0,Active,457,790926.669707316,310984.13314561686,24086.10314539241
L003709,963726.7172415776,0,Active,336,524503.9463267624,255825.47314306442,67733.5221277067
L003710,20181.650976335106,0,Active,443,97729.87918505853,414211.3167963231,50476.8637593344
L003711,718889.4735097231,180,Delinquent,327,497926.8806714171,419270.0705785816,79431.66293231324
L003712,709183.7009297096,0,Active,543,59545.757869801455,268565.91570952325,39344.06235472752
L003713,626462.6455402995,0,Active,565,404980.7286994789,453405.90170660237,11508.44963047044
L003714,990207.7576259971,0,Active,350,232690.423228203,466420.79488742707,26757.195012344004
L003715,318760.64140608796,120,Delinquent,408,560610.3654344477,122181.95155423578,10995.554274800723
L003716,346572.1451553157,30,Active,697,389657.59613199084,488748.05049571453,48047.429445978676
L003717,88150.00891708999,0,Active,634,628699.9125285416,492963.8326629761,47418.50124385517
L003718,448370.1551783001,0,Active,433,183806.50448316295,32482.46734108312,7401.336544085213
L003719,268438.04097249964,0,Active,379,524943.2525896853,1182.70510466284,19149.663902414904
L003720,349952.8351558678,0,Active,637,550271.2200910668,29299.30418235138,96986.88596457748
L003721,836226.0723530714,0,Active,731,382013.6408199847,174830.8023752093,98349.17778520669
L003722,936129.6683922207,0,Active,780,686644.5274818066,404025.44286211533,34264.07581923219
L003723,193875.7412851338,60,Active,588,117318.04474273142,252281.0745740854,14465.730585668445
L003724,378783.8422379312,0,Active,401,606730.8371908147,148133.8844440977,18838.44621617655
L003725,929344.2564942401,0,Active,630,105590.14320317397,27502.39176356445,8143.1026707361025
L003726,71190.3760823304,0,Active,675,125523.55074800765,197922.93284997687,8549.25374825183
L003727,101436.92283026472,0,Active,530,161189.6666001451,18081.50746447962,19298.642488756046
L003728,171163.07931416706,0,Active,750,528861.3824143646,86361.79915683178,47044.203193265
L003729,599260.705785606,0,Active,620,511210.0270364609,439361.8022230146,71286.91828915844
L003730,158967.5482959375,60,Active,723,356709.10665782465,380812.7978496239,15803.550912289465
L003731,968395.6176362261,0,Active,324,251571.3556220863,497857.2072478115,41694.2506408488
L003732,452247.38198593515,0,Active,715,490217.68856983003,447211.34136576427,8553.246324690388
L003733,506502.78074666474,30,Active,601,115351.14170458182,427858.6826128003,62163.22065112395
L003734,254192.02964735244,30,Active,399,502927.217170283,87372.14069188587,43071.01730702525
L003735,476250.6499103862,30,Active,687,9561.470727158472,324162.52151445724,79937.63992595408
L003736,665294.4963106414,120,Delinquent,418,115575.15276300708,300267.21455546044,88177.75913384273
L003737,753665.3655845023,30,Active,630,566340.942405335,458954.63716661907,24336.59050961424
L003738,756329.4018828139,0,Active,658,699176.0268354649,390509.2770258237,40092.34129426261
L003739,582112.2015671474,30,Active,425,60480.02986952756,387367.7973560757,49732.71240468498
L003740,905316.1772439186,0,Active,588,511013.65231779736,162368.94397189567,99629.85616230733
L003741,819233.7688330483,0,Active,739,49524.70822120407,62207.310743710776,91570.58667305036
L003742,759477.6335516392,0,Active,640,703175.7191582156,184527.82490435688,96990.29554930504
L003743,65049.46646365602,0,Active,503,313331.9490198423,104216.10841934437,46405.76309785213
L003744,16809.182597452822,0,Active,478,592940.7794454567,363850.21872788976,99957.71591472882
L003745,220322.80442351822,0,Active,645,138201.71564675993,229658.55731792556,3225.359175421283
L003746,666888.3579743177,0,Active,404,689080.2935730055,116133.83833201058,96776.92282902279
L003747,417085.51399372035,60,Active,612,343336.3137696645,328992.0397802488,19239.305886834656
L003748,408382.1967063186,90,Active,385,167085.79382592914,34548.17132087462,97880.17436698107
L003749,885741.0193473176,0,Active,740,457959.357562936,458917.7391753801,45486.20952536412
L003750,896607.2196505204,30,Active,779,230529.08620528728,289156.5321909002,57946.91459073146
L003751,910083.5114130499,0,Active,627,229640.18782206814,230494.30658350966,90739.92473714128
L003752,320739.29574987706,90,Active,550,91636.30586135642,124552.92207919361,98428.93726978452
L003753,694145.2546118691,0,Active,781,171118.04576114516,273946.87789875444,17162.316282031643
L003754,278916.84946162597,0,Active,303,638290.8013928806,143584.04699996213,60899.74166145404
L003755,198703.73474370528,0,Active,483,418862.8563013032,197263.82504527213,69286.299019849
L003756,192786.13277389552,0,Active,599,283951.6627214893,444272.75085625483,70817.02791742988
L003757,348686.54465495807,0,Active,827,743498.504801498,97071.4729272315,21024.930259009732
L003758,435658.0435820235,0,Active,455,637910.0534552312,174016.848064469,7001.8475528632825
L003759,832639.6793445176,0,Active,733,248217.73233894273,327921.14544638037,37624.08531188004
L003760,128692.18253798498,0,Active,656,88586.04104913406,362387.8110830063,81163.62057463155
L003761,737576.5889209453,0,Active,827,147473.4501857041,57458.706097807786,97063.74908293846
L003762,536140.3650474123,180,Delinquent,340,540134.8942714736,468118.64592464955,44462.342567827254
L003763,295065.88924923254,0,Active,557,450453.3532446372,13536.531361659776,91421.38916051225
L003764,497891.38868749636,0,Active,665,784622.1604939558,33448.985674380594,72230.89931997622
L003765,306942.64907925244,0,Active,365,10795.186133690038,381048.9342619584,11799.376199943057
L003766,600121.1356859229,60,Active,507,701434.6056519873,385737.46977347584,34543.742521730506
L003767,439505.48362669174,0,Active,544,11415.367589768444,333044.7953488383,74438.82388629744
L003768,172761.47378808993,60,Active,542,339807.3850694673,260829.05309177106,44723.185419057554
L003769,125417.24381013976,0,Active,680,733270.9625596366,144318.64791677456,65602.1732687285
L003770,551228.7252514089,0,Active,522,526732.3271919809,419991.73467379797,75961.65286801948
L003771,903388.9029532424,0,Active,320,466639.7356825633,349377.52027295926,98099.22574693976
L003772,350518.1096921087,0,Active,446,250799.4445417939,484025.3793804829,91818.51260077526
L003773,735670.106150397,0,Active,667,772902.0080992098,227158.2752145914,34424.4102862529
L003774,662074.7413903693,0,Active,612,134579.64503941778,235263.87329701032,80274.34442474846
L003775,932239.3651663862,0,Active,615,215910.01754131936,395694.3092746867,37249.86520861764
L003776,822771.2071261494,30,Active,702,362364.5843127627,496524.39777051774,64627.47936234951
L003777,570939.2063164084,0,Active,747,101039.32449851482,448203.2441709623,6161.822918907334
L003778,660460.1932517663,0,Active,846,338837.8076739384,148739.3291832361,78407.37796102375
L003779,899402.6019181946,0,Active,425,31474.380353375953,476808.720885881,99118.00129062729
L003780,405523.59674106544,0,Active,795,739295.0124567247,98984.22621570675,53892.77857223116
L003781,333526.7587991996,0,Active,344,257711.30880697974,210722.94363343358,93254.2862247219
L003782,20702.972798844377,30,Active,630,507042.0653934038,443469.9608165775,87272.3283757208
L003783,828285.5634495496,30,Active,371,696421.6574567267,156722.89631754716,1153.2846903819616
L003784,802970.8933993313,0,Active,397,654660.9652104747,176116.58086299332,8959.293012177082
L003785,113409.97291914986,120,Delinquent,570,698712.6204299666,497382.99710268556,43632.49619792317
L003786,581088.8073213733,0,Active,706,576246.9192150879,225510.13793003088,26450.80981514939
L003787,469341.8811852185,0,Active,743,154995.06577706797,473726.9816501344,40236.97249788749
L003788,127522.00455402034,0,Active,390,293238.83339283546,137015.5249350929,51060.43670602939
L003789,980762.5447901164,0,Active,416,409625.3738139688,250413.34000886217,47757.4804834313
L003790,222548.92858872187,0,Active,813,269560.28105754807,191371.58257085286,16232.66369074321
L003791,76561.83828965554,0,Active,342,764187.1457952185,282088.2005324458,14841.757887270824
L003792,598898.9057068905,0,Active,370,645469.5614750846,449203.6278436885,41360.31654101535
L003793,741478.0103617023,30,Active,443,639161.3336814395,495439.47910353733,69091.30476938006
L003794,42119.01158671509,0,Active,641,288884.25061529485,250533.063127447,59127.940830896645
L003795,662130.4623397519,30,Active,406,603870.7990760088,87516.10336527388,8601.707000178194
L003796,536968.9571919399,0,Active,685,491242.1218195683,25238.35448659334,28275.86414324833
L003797,112232.35878629793,0,Active,755,300171.54587866954,79762.40530134444,41465.72956731266
L003798,180798.63817689844,30,Active,593,246623.9335497695,373229.64766266703,33240.87035275209
L003799,572294.5543429197,0,Active,475,631068.251769756,297157.9159681288,44698.88682418809
L003800,303394.0373781555,0,Active,406,477439.9930653984,374394.0547222234,43891.082780904064
L003801,938932.5713648029,0,Active,385,29596.3089653676,476986.51635943365,83292.56723558377
L003802,820552.8271892102,0,Active,809,17359.23516748725,353412.6864495201,83431.39566262548
L003803,983731.5344485265,0,Active,526,673576.53135448,388774.9025656397,93995.98334062505
L003804,267074.13056090986,0,Active,628,71855.36725162427,213572.31799899638,52365.43356101309
L003805,970026.3964699972,30,Active,540,415489.41493782675,255661.21093137446,27642.19065280278
L003806,436921.5310936423,0,Active,301,486931.0468494459,411643.60091107717,69199.01039580438
L003807,354043.6073606171,0,Active,550,732769.6980604987,319532.99525343237,76417.24487735488
L003808,59846.03169965971,0,Active,341,411621.09566861315,267749.57535903127,34881.50099820354
L003809,62237.605281006596,0,Active,725,155223.03695230032,110599.2530185852,82453.96624786407
L003810,695091.1433871881,0,Active,380,208536.4186206575,301416.44868585136,69407.8292164801
L003811,463349.70448968763,0,Active,787,39084.81742043746,145558.82385748115,97024.70460935483
L003812,234256.40977574466,0,Active,561,177645.89687734062,295111.2150663052,34530.14491435217
L003813,617830.6032619803,30,Active,694,652112.1722321718,231944.8743286598,92253.33621996743
L003814,260329.53706761007,0,Active,547,605502.8899914904,50861.3201002327,34763.20584473582
L003815,581855.4368009784,90,Active,629,65554.2991213042,428572.7389952178,86649.2591104448
L003816,365616.65951286344,0,Active,847,383678.0071463964,290658.042818,32786.7733571285
L003817,825316.7043457008,0,Active,397,241458.1192681413,451473.9491859069,90857.43823867459
L003818,822489.1991591115,0,Active,444,519959.0131956231,463497.7086719369,1689.7241312778256
L003819,482576.8941411773,30,Active,426,769072.4349190998,258789.68930035096,40509.71647352062
L003820,357310.9182416654,0,Active,603,504549.40520869585,339025.5002989115,5013.786836430467
L003821,368934.1985935036,30,Active,678,596559.639456987,447691.9819279972,40746.884929024396
L003822,807657.3804115357,60,Active,446,318502.55176867434,340077.4443133364,42168.36631895747
L003823,334897.6879696359,30,Active,380,26150.231271186276,121968.05339494294,90783.22855279298
L003824,216968.77996977756,0,Active,541,334479.0103355382,129239.44837655133,79977.71058990783
L003825,93841.45845655377,30,Active,847,408636.4690013913,209441.88228854505,26654.510450334255
L003826,472026.1896755643,30,Active,366,394143.9705785228,18837.70112160227,83526.4508136197
L003827,487310.77793064347,0,Active,774,186834.46987231774,185490.8072520784,18147.779342374735
L003828,842499.6232988781,30,Active,732,379994.1360487134,71779.73369360241,69248.64830478505
L003829,229026.30948160333,180,Delinquent,601,574394.2623772715,413570.8519893765,27738.19145095846
L003830,387181.3609317159,0,Active,674,249181.21381503812,391110.0370003113,96691.4536965609
L003831,810321.681504754,0,Active,377,507202.1341428357,87560.6149369565,93365.6701970334
L003832,825387.3746414838,0,Active,329,122587.28041115541,142335.78102029616,30179.91210455444
L003833,390764.9652189805,0,Active,651,222436.93285950366,284973.818543764,2939.8146211495946
L003834,464532.7830538141,0,Active,414,707142.3280700538,124688.9027817168,64731.316363946804
L003835,310253.03194079007,0,Active,631,501297.89425414207,27772.46809810302,16270.936435299487
L003836,933229.329635119,0,Active,804,68671.60459739443,382669.61285394075,11754.221402476383
L003837,127457.3280841645,0,Active,453,211709.45536332316,45561.98877200507,90719.9494127355
L003838,934411.9287714553,30,Active,834,795168.9714245248,338886.0796389099,56370.15625285251
L003839,687027.7873169897,0,Active,668,216083.88156203722,74926.91355559055,93399.47587151802
L003840,536256.4311598638,90,Active,657,464407.16746802995,3838.6708706670825,26455.245268014616
L003841,42332.47017665092,0,Active,601,440277.8466819295,281249.217238145,33214.04284519793
L003842,480840.2299037882,30,Active,750,321890.846467742,142337.12869864894,93678.53919925343
L003843,413670.62395270495,30,Active,606,27022.222445989373,65036.74313883695,44555.80192134063
L003844,169606.62385537132,0,Active,362,227469.56201449322,342486.5954585056,23394.361899824846
L003845,659845.5074656503,0,Active,575,762679.4014702839,322068.8697189739,41517.45931248005
L003846,971439.398294603,0,Active,810,15352.739081086409,205691.03459660025,35102.65055257452
L003847,566566.9229538798,30,Active,834,572546.8014593486,44298.31044717403,78770.37107316978
L003848,717605.7436795064,30,Active,686,714199.6997467958,232922.48681001225,41105.66852795226
L003849,77765.94804035661,0,Active,757,609909.3025167256,52083.26933799179,7701.668217018676
L003850,423490.32585882477,0,Active,707,258599.65577979755,497169.1643308597,60559.1190948199
L003851,125194.90031285092,0,Active,685,416374.3082646853,117357.55942316767,88871.13191849501
L003852,616667.8771811452,0,Active,689,694038.0134087993,1551.8151664954405,91284.4570531451
L003853,939097.3366320131,180,Delinquent,528,780366.182258693,110014.36274939602,48222.673481137266
L003854,665159.9551469221,0,Active,526,77623.25458299619,309820.48428621097,1311.3138215087195
L003855,86035.01783127732,90,Active,626,99479.83753759759,488223.5403691213,60061.61009715222
L003856,361119.542935232,30,Active,634,764648.4777975333,262712.8946139004,46778.183466892406
L003857,555156.745646443,120,Delinquent,576,698099.536281193,222535.351744092,94152.71413553719
L003858,409175.6785719197,0,Active,529,168860.1841492952,496127.7453432096,88592.7564094654
L003859,835307.5703704206,0,Active,456,776083.242894829,82484.99761951761,89969.46372254707
L003860,816524.2946628893,0,Active,312,167201.6256448468,98887.47164516442,78275.70213839549
L003861,615712.7099021892,30,Active,802,70812.21381916487,190348.88469910476,24978.58952536306
L003862,379723.36568137817,0,Active,496,545508.5392116299,373751.1178062776,57642.97874597666
L003863,262783.01002561173,0,Active,402,431836.8128809406,151257.57279884123,84611.29398233414
L003864,114815.57503099802,30,Active,469,191732.02240206662,234958.81962672106,78640.91667006332
L003865,361348.7066516885,0,Active,408,742622.2728368557,469673.6001327556,82378.94741682294
L003866,419040.7920356423,0,Active,675,323391.9028930476,436395.3597667374,47757.58501948932
L003867,679064.6958530329,0,Active,425,322325.27217357064,473512.20107313094,26575.14868776394
