Asset_ID,Asset_Type,Asset_Value,Outflow_Amount,Funding_ID,Funding_Amount,Maturity_Date,ASF_Weight,RSF_Weight
A002994,Corporate Bond,1199422.1115578243,71087.30027109108,F002994,3225541.61585709,2022-07-22,60.17618417905735,43.59794327234467
A002995,Cash,3391104.489005605,603669.914646496,F002995,2186082.360718647,2029-10-06,51.05027169273553,33.077694920575766
A002996,Cash,3241298.7039878587,1076620.9962938807,F002996,3798388.3852155977,2020-09-22,75.61762466462619,66.35517491714495
A002997,Cash,2224440.442435225,520729.70432403154,F002997,821506.0616337988,2025-08-17,78.8225976043504,89.82689681655309
A002998,Cash,2355488.10609621,163001.8961341268,F002998,4424193.474299522,2021-07-20,88.58501208872218,58.30246598465274
A002999,Government Bond,2612838.6859522983,89578.74294377939,F002999,2062365.9468131012,2028-03-24,63.449131206140386,78.34974839995502
A003000,Government Bond,449033.73881184065,135599.64002167142,F003000,3917524.3541324125,2026-02-09,82.03488291095881,59.598830191783804
A003001,Government Bond,1386362.2410406456,582399.3058326897,F003001,2132342.611371855,2023-03-23,86.47457127295307,59.52672881952694
A003002,Government Bond,848356.0466303349,331498.22494639904,F003002,654724.5118963715,2021-02-13,85.74806659464066,83.9847592782738
A003003,Government Bond,1783920.5165181125,569496.7399942859,F003003,2522228.9846496116,2028-11-05,79.45921511360828,18.47792736534875
A003004,Cash,4195135.198946284,1045428.3453398524,F003004,4709437.612217147,2026-07-19,81.37881987541019,65.42038041838994
A003005,Government Bond,2677433.1243821937,1568598.2360985663,F003005,3010863.4301168523,2029-03-10,65.4920733891428,56.573967820762526
A003006,Corporate Bond,1914759.1868820253,1607189.7453660988,F003006,4373712.7824877845,2025-05-15,57.21469002983596,30.889927934752496
A003007,Cash,4005846.3362422786,458745.98830296256,F003007,971687.9403767774,2026-07-29,78.78251147373786,37.31603042373314
A003008,Cash,2749713.3871333087,1468195.9892694398,F003008,1463622.603665495,2025-12-02,71.74683071082046,97.26166551422878
A003009,Government Bond,1241865.3770948714,1646968.4812468507,F003009,3532810.4715193072,2026-01-12,97.37934142740681,83.09682342247923
A003010,Cash,971786.8113625045,226881.0579676729,F003010,3981112.4805744914,2025-03-08,89.5566235157402,51.789051760385156
A003011,Cash,4928478.083836844,1151229.5231355312,F003011,1246541.3731216784,2021-12-17,81.07161223813753,73.86369795062964
A003012,Corporate Bond,492766.4945096991,803607.4893131536,F003012,1698303.6148961617,2023-01-21,83.0565863164608,56.73605563909985
A003013,Government Bond,4619261.8498368645,644847.9445879175,F003013,1143340.5950932365,2026-04-02,64.57399413098592,23.177900565202584
A003014,Corporate Bond,3446757.965814464,191636.52022671406,F003014,445758.40986770403,2022-09-20,86.17964046962385,86.27448589662343
A003015,Corporate Bond,1183126.2062101976,1103818.1641405076,F003015,463965.0903695224,2021-09-01,78.49868401971295,44.266921181744046
A003016,Cash,2095151.8614334508,864868.2064411943,F003016,4315813.869813453,2020-07-15,62.55538377120188,89.11885794832223
A003017,Corporate Bond,4182929.667361353,396692.63207236753,F003017,2523163.6989077087,2024-06-14,94.10900886703604,18.758416879621674
A003018,Cash,2017122.168187597,1155302.2017237362,F003018,763132.5563517985,2022-03-23,66.99877538819106,54.46542888103037
A003019,Government Bond,1499653.2735448105,863151.3136504585,F003019,3832751.911230044,2028-08-06,92.63120293333454,87.16904217661128
A003020,Government Bond,891087.3590151223,1775431.4657503446,F003020,822962.8557928534,2030-04-14,66.7951846752301,99.67546876315645
A003021,Corporate Bond,385611.5049653061,1623188.7218834565,F003021,4932888.085016339,2028-09-14,69.10217721193004,50.07370678145041
A003022,Corporate Bond,4705660.751767524,1403560.3906616191,F003022,2557926.2318515517,2027-10-29,76.35518240182543,88.91300247377957
A003023,Government Bond,3332595.0127199055,152521.55824633417,F003023,622773.0183715156,2020-11-15,59.46143241441251,68.89611444357271
A003024,Government Bond,1127268.2932540928,362512.01458948513,F003024,220666.85669120104,2027-06-20,93.50110135258677,15.18569854056263
A003025,Corporate Bond,2744547.6456480445,1498901.877556221,F003025,3484740.394209011,2030-05-17,99.99650212598392,94.42778289939945
A003026,Corporate Bond,4413525.058482817,1483762.2974332138,F003026,1219603.1957583043,2024-07-14,90.90011966187726,62.67780695588455
A003027,Government Bond,2636455.8199302475,772083.8150126786,F003027,4548670.01490364,2027-06-01,89.02780447868696,91.38274981807436
A003028,Cash,1455251.8543497215,1227375.7037995565,F003028,1052226.9542279062,2027-06-25,67.47371920036014,78.34068393102869
A003029,Corporate Bond,1417747.3349951813,1076154.7400219461,F003029,3977690.3314097486,2026-03-17,86.85752867578242,98.95276574940758
A003030,Government Bond,173120.2690672745,1351196.4189921988,F003030,2219797.4236150533,2022-01-10,62.25579146128669,92.88167292066373
A003031,Government Bond,119983.8360635859,1429525.584373137,F003031,3202215.7227637195,2022-07-07,59.68909997315409,82.85424757973517
A003032,Government Bond,2261366.362116392,1427945.4284467623,F003032,174854.48404916798,2021-08-27,51.846349605286775,75.21970188563861
A003033,Corporate Bond,2326555.737124745,1675308.9221936995,F003033,17098.516595737965,2029-05-03,57.32794460286457,77.20008550673542
A003034,Corporate Bond,3589761.1797928405,315482.7839013552,F003034,3731863.91304376,2027-10-06,70.78153135306277,47.20880712074286
A003035,Cash,4899069.782548516,1982671.2153379282,F003035,1472565.1648801593,2027-05-12,81.34214681135512,49.11362885074365
A003036,Cash,535857.2029541719,1235543.1488069666,F003036,2305245.951960366,2024-06-07,57.466292683546335,75.08631793544633
A003037,Government Bond,20321.987776370046,805181.5077093326,F003037,4194034.749834306,2021-01-28,55.79375385591477,23.031566073549364
A003038,Government Bond,325776.8223427894,1310891.5203325225,F003038,4704700.90800826,2026-12-09,70.29945354417698,39.38157649628185
A003039,Cash,1891873.6606086586,876509.6022838283,F003039,2089677.046088005,2028-09-16,98.29838383319787,26.025820991340627
A003040,Government Bond,4010128.25420434,576541.2406686719,F003040,3437106.991555388,2026-03-11,60.88391422927201,22.976473260886006
A003041,Cash,1234472.5577429903,1615253.6528641656,F003041,3336947.7243089657,2024-08-03,60.09017942114899,90.24843845079988
A003042,Cash,714267.0009095791,190827.82657291615,F003042,1501808.6506523304,2029-04-10,66.5143146614061,39.38358742218416
A003043,Government Bond,50964.37671846114,331651.87977868196,F003043,603569.5985245866,2025-11-01,62.90169974169888,35.99878522225302
A003044,Cash,2977199.5514038643,580666.8279284061,F003044,2930299.9417869076,2025-02-15,78.30134284104817,40.67951445467941
A003045,Corporate Bond,2479055.91960841,68474.60366883944,F003045,4747339.1446123775,2029-05-04,99.05385037296932,65.42201477894753
A003046,Corporate Bond,3422788.4678424187,1344917.8029632217,F003046,144127.47604378388,2029-11-16,97.06303059817174,11.961113993293841
A003047,Government Bond,3263605.255495869,1136714.420520555,F003047,1323563.024876269,2029-05-24,62.15680121566034,78.5185798149846
A003048,Cash,3336178.026184737,1719901.7075206332,F003048,3755985.5640840186,2021-12-08,72.95286342807049,26.124817290687872
A003049,Cash,3249279.5675339103,1116439.0639262362,F003049,4873143.91943742,2023-12-09,74.884265640478,82.6781835558441
A003050,Government Bond,975623.0745730725,156451.64080112518,F003050,1129424.319609926,2022-08-18,89.928545177703,76.58988395407405
A003051,Cash,2106858.1693095164,215199.03457367382,F003051,2427923.9501818786,2021-09-20,72.18247217551536,85.81143911855838
A003052,Corporate Bond,1002731.3327598454,1693563.6343007686,F003052,1832022.5804907533,2025-08-10,85.06153858703918,99.79814853120074
A003053,Cash,4445599.831250981,1185702.955053808,F003053,3871030.368309971,2024-01-28,83.19352899442995,42.11987762184738
A003054,Cash,2925646.9073506244,1086348.4717829165,F003054,2247443.2641062294,2025-10-09,61.68512561066751,48.72574911434378
A003055,Cash,3912367.218998359,1691434.2604833643,F003055,1269186.2033258525,2027-08-20,68.4238545883086,94.18431201223233
A003056,Corporate Bond,1375062.0031570215,1109361.8149479371,F003056,4019190.5132323885,2027-05-03,65.39884009342225,39.80148070143191
A003057,Government Bond,4138588.615050094,604706.805268694,F003057,896006.3388099635,2022-05-05,57.73110928559398,31.15045324015839
A003058,Cash,746665.9313361001,1957796.747924251,F003058,301150.3165347307,2022-06-17,98.96499763163631,28.696046073076225
A003059,Government Bond,25417.600688047227,1703727.0279036358,F003059,4198038.984969251,2022-05-24,61.098225532737686,89.15524257322733
A003060,Government Bond,4922082.778671899,638557.2154111048,F003060,996279.913396722,2020-09-30,70.9622740056112,98.40343696699546
A003061,Government Bond,207234.30193412316,1393524.4115562784,F003061,1101697.3092095398,2027-07-03,58.231438894707836,71.05527051161495
A003062,Government Bond,1460075.254536006,118022.00678820563,F003062,1574398.3393156598,2020-10-01,82.59603529570516,37.67264075768314
A003063,Cash,1190891.5688371921,1002268.7780827887,F003063,3385447.609836211,2024-11-25,76.89098644994039,54.289559774034544
A003064,Cash,1309589.3350648975,1399135.5992197837,F003064,608545.2668437887,2028-11-25,77.336251721911,98.1604988972623
A003065,Government Bond,1121423.8141278904,781762.5022706056,F003065,2622815.778330386,2026-08-26,73.75616948405681,74.70014283523685
A003066,Government Bond,618792.0203063067,1458680.6773779069,F003066,3538678.7278463882,2020-10-17,51.6357890282717,40.88330863027571
A003067,Government Bond,3865169.7857860257,644119.3158462491,F003067,4974732.656626138,2028-12-27,88.34562218030368,34.78869769863081
A003068,Corporate Bond,3771916.580107092,958391.5956531838,F003068,665704.2681737068,2024-04-17,61.884202202259345,46.382437482862734
A003069,Corporate Bond,3601445.5202607876,1042746.8991108295,F003069,1644707.0210192678,2030-01-26,67.25863983164922,51.30508738440296
A003070,Government Bond,3264217.4143149597,1077007.247599059,F003070,873574.0631312047,2025-10-21,82.48486534722605,45.80937061769912
A003071,Cash,2452554.095743197,1983262.2812256329,F003071,2537440.615139232,2020-07-25,68.62565979751942,11.801141816960873
A003072,Corporate Bond,2926403.179655238,1848535.1121921535,F003072,856393.6007159789,2028-03-07,94.13471764437708,54.6448653066971
A003073,Government Bond,163863.23607741765,1392638.70928349,F003073,2836078.0180162247,2024-05-09,99.95950634145248,92.81990138131341
A003074,Cash,2393935.071244055,798055.5575287871,F003074,2093054.0899598824,2028-06-06,63.35082890595572,84.7696915911169
A003075,Government Bond,4263837.137862201,1373700.0910075991,F003075,1863844.828094753,2020-07-27,70.08435701735215,74.25991802836785
A003076,Government Bond,1062735.4357574342,724482.5621449491,F003076,140728.18522923888,2024-07-10,97.60620571789113,88.94846301180833
A003077,Cash,3542452.933068549,1591771.8697251172,F003077,3783971.888511498,2026-01-08,93.430004035096,87.59400583018792
A003078,Government Bond,484539.5804121729,279298.61458536284,F003078,1272781.3561846847,2027-06-27,96.52423822534239,27.759578046069816
A003079,Cash,395910.74165148125,117085.60326932378,F003079,11859.579731845397,2030-02-21,55.96884627137151,45.55788970785958
A003080,Cash,3697816.688150375,669364.3866740271,F003080,4971584.934024579,2021-11-26,83.14444489142468,87.87334499463053
A003081,Cash,1545577.2633044187,737871.7243545109,F003081,4253373.21072977,2025-09-03,73.22173811608178,42.8816008055667
A003082,Government Bond,1672181.022706168,1913044.7315978035,F003082,4568691.17530153,2029-01-03,87.03538858877334,28.777733547886214
A003083,Government Bond,2763769.6432611416,1872490.1386578283,F003083,2645136.949684584,2026-01-26,94.38212912555295,49.79765801281212
A003084,Government Bond,3886080.940513317,1005396.5367881244,F003084,2614407.6701886174,2027-09-14,68.26673600612163,52.17013388712466
A003085,Cash,4702362.3430666365,954506.5887980001,F003085,2284813.2926571555,2028-07-16,56.285779150435154,54.22970177840955
A003086,Government Bond,1288162.3417232903,1417704.6433324262,F003086,2604150.6320116767,2024-05-29,54.285806660227934,60.17498787615414
A003087,Government Bond,2564100.8235168746,1807840.2042858582,F003087,3844185.5140382894,2021-09-20,74.06453442729135,24.856694383139683
A003088,Cash,2390571.932920643,1867911.115060836,F003088,1735433.1592720815,2026-05-20,56.64733928523419,95.35483617865385
A003089,Government Bond,1582785.5449748482,538579.8046262236,F003089,3355288.2263242016,2020-09-15,54.587792841243726,68.98067913688115
A003090,Government Bond,3920311.982966816,1735338.9543935575,F003090,4800507.04701499,2027-10-09,50.08608684428676,63.88029886780079
A003091,Government Bond,2145736.8594610277,1154778.0150519644,F003091,580990.2666293514,2027-03-07,95.27723795668092,46.63134498579481
A003092,Corporate Bond,2239339.4825591366,1312769.402111607,F003092,4914231.556954923,2024-02-29,61.56965887701048,95.52613383771937
A003093,Cash,151883.82922494315,814322.0306243144,F003093,3915312.494412882,2027-10-16,50.16540605546591,90.82780910041699
A003094,Cash,2595735.534327702,983352.6639708163,F003094,4855091.234546836,2025-03-10,65.39037788787476,87.74093958858228
A003095,Government Bond,4227377.517987157,987398.1838215758,F003095,2076578.1797079437,2028-07-28,86.50034424609078,59.40409389752607
A003096,Corporate Bond,1459248.9104252495,1437010.355393845,F003096,3429866.721974402,2029-09-26,63.16582857566028,46.053270420944145
A003097,Corporate Bond,4735817.896267328,620788.2195956601,F003097,4961331.5967269745,2028-04-14,93.91343100405606,99.23892194516218
A003098,Cash,2752949.6004003123,763192.0044155645,F003098,4948939.494997052,2023-10-03,68.39732908288644,58.67243536761263
A003099,Cash,2286844.856819454,1500932.2336427686,F003099,437343.0181222896,2022-01-01,84.2720924353921,77.39243680032723
A003100,Government Bond,2537692.891252673,1736450.5197660755,F003100,1374519.1529200939,2022-04-01,51.131352866811525,12.33486159138494
A003101,Government Bond,1578340.985016567,207848.54087272752,F003101,2379622.8662132383,2021-01-20,93.54203859216082,85.15438577536497
A003102,Cash,3478582.46230559,741039.505261842,F003102,2319095.2733202,2027-05-04,92.95337191802415,84.66777376851921
A003103,Cash,3940679.3488801294,136016.0475857283,F003103,3966279.7452935847,2026-05-08,89.73954319570791,80.75519656999128
A003104,Cash,128616.62086808453,377235.7284276755,F003104,3608314.4450140293,2028-09-01,88.96076130195624,85.05485150545391
A003105,Government Bond,4238190.973432943,633429.0241038855,F003105,95530.87656502162,2027-12-31,66.67585095360813,64.63121006437336
A003106,Cash,148995.93992892196,596849.1162192534,F003106,2067108.5917563844,2026-03-02,80.44421928374356,80.46558346761154
A003107,Cash,3691986.9276837343,526497.287969808,F003107,2007974.7918080243,2025-09-26,88.2425601534618,54.848154360046216
A003108,Government Bond,3227438.4040692155,1760862.0266694406,F003108,4071332.0146176578,2025-12-04,61.98619383979082,80.43571617650302
A003109,Corporate Bond,3309332.2571155303,770189.6035342402,F003109,899908.1405765805,2024-10-07,64.87710106506948,33.768287723330296
A003110,Cash,2932528.907808417,1441645.295537561,F003110,2464407.152402296,2021-03-26,56.17691471866297,92.52600820562782
A003111,Government Bond,4866344.096523834,1801371.439007544,F003111,3596251.7521974654,2021-01-04,61.22795597593958,13.164744352025313
A003112,Corporate Bond,152921.39638345153,481560.03523737256,F003112,4681933.492265714,2027-12-02,92.81612081319138,59.17982285013582
A003113,Government Bond,3728038.034645148,35707.46215788287,F003113,4063659.6616099556,2025-04-12,60.994558868533154,65.56569379171304
A003114,Cash,1940394.9586024191,622971.1534266216,F003114,2641651.5592079586,2028-05-17,67.25806957127149,73.13789408430554
A003115,Corporate Bond,2842561.3842853936,724182.6354216977,F003115,4338166.724556066,2026-05-10,58.700282345764705,26.577300017208703
A003116,Cash,3149026.9446592275,205680.46702588216,F003116,3651850.799450317,2024-08-02,98.82621497544002,11.717711392084118
A003117,Government Bond,742722.7701230972,308376.5850047905,F003117,524268.8113917384,2025-07-31,75.02301948784157,58.650718408405766
A003118,Government Bond,603624.4650354793,204170.3871187578,F003118,146538.57305028546,2029-11-07,75.46649790926568,34.946803547370465
A003119,Government Bond,985884.7985101793,103897.15136068097,F003119,2803048.180455382,2020-10-01,90.980804474219,35.96266735973083
A003120,Cash,1381313.9973205028,1582435.9602800969,F003120,3409097.8704845384,2028-07-27,63.76749732939485,71.73870787469815
A003121,Cash,1786157.1456342675,1043549.2771962454,F003121,1276202.9683549916,2027-09-11,91.40313069393864,70.98936382004959
A003122,Cash,405266.6943488276,1153632.3137809413,F003122,3039556.966883262,2020-09-18,59.021818049727095,24.440169673743902
A003123,Government Bond,2037807.1310393335,1457796.3438905592,F003123,2545038.517425164,2023-12-05,64.80621172006664,73.88056228856942
A003124,Corporate Bond,4608240.560806466,1652259.6846334322,F003124,679994.1552975862,2029-03-13,86.97984467710205,38.067867579506206
A003125,Government Bond,3713665.1497450965,1266648.9751080659,F003125,535577.0843250132,2028-03-24,80.74742249238984,81.17381952144697
A003126,Government Bond,3658387.532469813,1370305.0098571714,F003126,2227366.146479041,2023-03-06,94.88950038069889,44.45296739562826
A003127,Corporate Bond,1823666.0663896068,954534.0024112255,F003127,876670.6716056407,2026-03-09,76.95027606377518,28.91962373042658
A003128,Cash,3000936.1541507835,1831294.8259660366,F003128,2115693.8941781847,2026-07-27,52.22720011814323,10.856136191517825
A003129,Cash,1374195.2466672636,802798.0648256941,F003129,4195461.817980399,2029-09-14,88.90193625225817,43.65178511567801
A003130,Cash,1935969.6496547211,833886.7514215958,F003130,125315.30307807367,2021-05-24,91.6317358160609,70.90032552686382
A003131,Cash,1904088.0542611217,1134297.2499393907,F003131,4144255.241434575,2021-06-11,75.00763877703335,60.78089693733995
A003132,Government Bond,3881952.613596748,584015.8259727138,F003132,2753107.7035475704,2029-03-07,94.78269737557116,97.17238000949513
A003133,Cash,2613491.4892996396,185759.69031687078,F003133,3757206.002882889,2022-12-10,53.91139231221499,20.18225867092152
A003134,Government Bond,1990040.739280789,1634104.6988294956,F003134,4700191.546171004,2026-06-23,91.1201561886453,99.07394224969092
A003135,Cash,852725.4621650493,26588.72513915228,F003135,745153.7029121704,2026-08-13,66.06129178251445,22.63045532641468
A003136,Corporate Bond,4602417.18830743,1889511.1149234057,F003136,3845595.7048033928,2022-06-24,73.8823023329481,99.77363945676045
A003137,Government Bond,1786547.7934382693,1857227.9814718557,F003137,121571.03339227481,2028-07-04,57.87448674964622,73.2414091879707
A003138,Government Bond,1679447.4318271147,1899581.0241204484,F003138,152248.0961531622,2030-04-14,78.53612752648836,49.06968806199746
A003139,Government Bond,1829645.1448321799,969270.4697331496,F003139,3482731.220560028,2023-05-21,94.88566072584335,26.48883837977174
A003140,Corporate Bond,1291497.544785208,1453392.826451458,F003140,3429858.752982131,2024-11-30,72.55231248521002,16.02360160568192
A003141,Government Bond,4179142.664518955,643014.61545896,F003141,1557933.6036098895,2025-10-25,57.16706542203164,85.18346772561249
A003142,Government Bond,3477904.1451620734,1304962.1984250997,F003142,2494329.543941844,2026-08-26,53.84985668995629,53.09432195960695
A003143,Cash,3443159.082200612,349526.154754942,F003143,1860463.1752244993,2027-01-31,54.5378966282077,12.131118953843757
A003144,Corporate Bond,2546108.6894444344,829408.0648792434,F003144,138195.34018443202,2029-05-10,94.54367430401355,60.68182670434029
A003145,Government Bond,1066598.6186387395,750742.1225487794,F003145,4866579.810817953,2021-03-01,83.96499583839474,35.82780621229118
A003146,Cash,2224603.346041791,934109.4960685404,F003146,1527721.8304230412,2027-06-26,80.07761025029498,96.51063666628787
A003147,Government Bond,4242732.611170809,1995119.4325609573,F003147,866135.6250910269,2026-09-02,87.73150353656797,73.03930762469321
A003148,Cash,3650018.588969648,942625.2539569983,F003148,4401430.334906943,2026-12-14,50.14360689613782,13.499701583122718
A003149,Cash,2662860.420126643,308598.6521483641,F003149,684481.0372431305,2026-04-21,73.13470314109408,43.94418033450785
A003150,Cash,4040015.867487775,1648814.0418237874,F003150,4632406.258606017,2026-07-02,90.87787847269333,69.66580203531673
A003151,Corporate Bond,2244556.330404581,866968.6199735114,F003151,2392007.697138952,2029-03-02,80.07482360586103,41.63390223590872
A003152,Government Bond,4009092.012701975,1847321.6798933728,F003152,2311655.8756797174,2028-11-17,61.23407324914796,69.81979357369637
A003153,Corporate Bond,2764938.5002994905,1342376.2697138935,F003153,4348439.433148283,2020-11-28,70.72485607560496,68.65748503628899
A003154,Cash,1452406.2844711908,1364043.3543710473,F003154,1500554.2565491118,2022-05-20,69.57170884347877,43.21866922545352
A003155,Government Bond,3057690.7537561636,1379580.466985349,F003155,1136155.166537425,2026-04-26,96.08301315521166,62.213841473107635
A003156,Government Bond,3524055.8037955407,349671.9771679273,F003156,1397676.174613406,2029-09-03,89.20963792944619,31.750224554351327
A003157,Government Bond,3454831.4320080406,1298046.570518869,F003157,1269669.2920079173,2027-09-23,84.15192023700192,31.934637430429667
A003158,Corporate Bond,3638741.985317168,1479632.3597693937,F003158,3582050.6702460987,2020-11-24,76.56654818037998,16.38033733341703
A003159,Government Bond,4462786.903682087,375627.0660898568,F003159,1950220.916046521,2027-12-30,61.25630742796929,37.3242188195203
A003160,Cash,800709.8465129844,542426.5181746822,F003160,2320342.609470009,2027-09-09,90.40450901524255,52.448707169316705
A003161,Government Bond,3528832.0376306195,1778550.4375418483,F003161,1611923.9530592954,2028-05-25,65.21523618349484,72.66971402755937
A003162,Cash,4300482.094681976,516904.0758524974,F003162,1170169.3210470437,2026-12-10,52.211409788226696,51.410865207852325
A003163,Cash,1869242.4497773682,130859.83352657205,F003163,673986.5251266521,2029-02-21,53.588777864012215,12.613363727409514
A003164,Government Bond,2013816.4553778183,202980.74076334297,F003164,1046350.1701888078,2028-09-11,76.3684178265527,93.51616492986226
A003165,Government Bond,934869.3006872631,1024538.5780148412,F003165,1891203.7942102873,2023-10-13,59.66341805745725,34.70368207337265
A003166,Government Bond,2862833.096406127,1858229.4025965887,F003166,4133915.6978870598,2029-09-01,50.107916610330335,11.696356385549121
A003167,Cash,4729014.910352283,579925.3616007284,F003167,3831713.6880292133,2026-06-16,91.63602672673915,66.15895455670857
A003168,Cash,1027548.2256107171,1947387.160716265,F003168,996821.6385655078,2020-12-04,73.80502084157324,69.32976813546856
A003169,Corporate Bond,4056579.7087894157,1869344.075764312,F003169,4952365.05205357,2030-03-27,99.66722889215684,18.100494552067993
A003170,Corporate Bond,1088216.710201709,1312562.0887055863,F003170,4111402.409829183,2028-10-18,93.67666001881096,82.98059910187963
A003171,Cash,731010.9787826254,1031242.3078340071,F003171,4987561.781339336,2027-12-23,58.213232305973314,44.565519117821836
A003172,Government Bond,2966569.3517384944,475447.8255065475,F003172,3351703.6328328066,2027-10-09,66.9481112606939,35.444379346071415
A003173,Cash,3182590.8575554476,1189183.104646765,F003173,1572204.901567868,2025-10-04,79.91639915752755,34.697483346646194
A003174,Corporate Bond,3869060.418759731,733042.0306612911,F003174,1757705.8030753692,2028-07-23,73.91400853305322,11.265708436526605
A003175,Corporate Bond,2780003.26299689,1152358.9373203812,F003175,4130406.396491065,2030-02-09,97.62819600444718,24.509016477982815
A003176,Cash,2041781.2729605685,1364927.6313964697,F003176,3757942.809198836,2027-08-03,63.96572826595875,91.37039659959571
A003177,Cash,743130.202174886,11674.646870691722,F003177,4845015.013640556,2030-01-16,71.89899048088738,72.06177580573942
A003178,Cash,2268771.887243888,106806.65608439858,F003178,1254610.9952859888,2027-12-29,66.12874425045293,51.48045816888461
A003179,Cash,3869787.0004313895,725144.7781603746,F003179,3674507.442339887,2021-08-08,55.07882354418264,46.63434929969057
A003180,Government Bond,4662873.095225183,1117074.9109931462,F003180,1139818.7933370625,2021-01-19,98.51206081231433,20.95483625987071
A003181,Cash,3404542.2043030565,723844.9707871376,F003181,1432863.8207274505,2025-04-21,67.43710739405846,40.40831517521157
A003182,Corporate Bond,4058355.011886884,128905.39986839717,F003182,700112.0023375237,2021-12-21,73.62146571118981,72.78250656458408
A003183,Cash,3452932.515830505,1681711.0228705106,F003183,2697080.829420516,2023-08-03,51.112148995844336,35.046462306556194
A003184,Government Bond,1187214.117849531,195644.09507599537,F003184,2137213.0044803307,2028-01-16,80.46226330529791,77.1407922672637
A003185,Government Bond,4225264.659993117,1078132.9372025596,F003185,2756870.6141928593,2023-01-13,58.544776887557184,46.925902488615534
A003186,Cash,3791582.963626106,1634889.3818065207,F003186,4150952.677713265,2030-05-20,51.48962713892477,92.26208924475907
A003187,Government Bond,1075364.1468248582,419871.27242760005,F003187,84580.80398631125,2026-10-13,96.54052614655504,93.93737973029023
A003188,Cash,2533286.5511795552,1164584.1758583493,F003188,4057338.535619572,2028-03-02,82.77101685755385,29.096544767965142
A003189,Government Bond,4671389.634968583,1402537.5595202574,F003189,3543313.429486481,2023-01-25,92.98879087646388,69.03494802684324
A003190,Corporate Bond,3404182.7732247924,783790.7741679369,F003190,3332600.9196710004,2025-08-11,84.61477008262825,56.627315396296765
A003191,Cash,4504337.193820845,779813.9775002823,F003191,3753642.394468618,2027-02-23,58.926267029158495,89.35223408214166
A003192,Cash,1307133.0447036487,78496.10331954931,F003192,4235996.967716147,2027-11-14,73.52270292045546,88.6107310509291
A003193,Corporate Bond,4136933.1203618525,1628563.4557292555,F003193,2024547.6932412765,2023-04-20,71.19348432809328,43.69875115584458
A003194,Cash,905383.2168324646,258774.40845161586,F003194,350672.28513661365,2029-07-14,89.3398252509615,47.623558826660506
A003195,Corporate Bond,3877004.807358892,249628.99855507567,F003195,4608952.275906199,2024-05-29,59.97643237216451,65.56552664253724
A003196,Government Bond,3305978.4942028373,274454.63046028063,F003196,4654063.616455212,2026-08-04,65.3734818057249,87.90409184812226
A003197,Cash,4049495.319771932,1459868.9566805924,F003197,54088.9069502669,2021-08-08,81.43019758625469,52.69242390463644
A003198,Cash,3781292.3294089874,307041.33427085856,F003198,2022377.1013766585,2023-01-02,65.00678364610461,84.34279920952619
A003199,Cash,2344634.0739216064,822987.0933414306,F003199,1052030.2409094959,2023-05-23,95.70248245135672,72.85848847147247
A003200,Cash,4531406.705574467,1684051.91755861,F003200,3087012.4543566727,2024-06-22,87.10637453679284,14.009342108153481
A003201,Government Bond,1960374.9250392793,765814.8880536248,F003201,2062584.4958961674,2027-01-06,65.28484595236729,15.413711657944754
A003202,Cash,2175229.396530865,1100431.7478006156,F003202,1158887.2188505884,2024-06-10,92.27717046967996,38.16806298226929
A003203,Government Bond,3806457.856736475,1200412.676188002,F003203,1575216.35666675,2024-12-22,69.16138798368011,96.14106420338798
A003204,Government Bond,4042860.2191639007,1373379.135515892,F003204,2987657.252778514,2026-07-19,79.92646216166602,98.87248020404226
A003205,Government Bond,1684440.7977675851,497663.71362256247,F003205,105866.91590769101,2028-02-25,62.97048707706421,67.02681416004427
A003206,Government Bond,2696343.3088781955,480311.33825361216,F003206,2670294.946803176,2025-08-27,63.74631364662143,73.12310181359638
A003207,Cash,981727.8728353569,523081.54720643273,F003207,1570011.3514037428,2021-01-27,84.80465010629034,96.28853141802712
A003208,Corporate Bond,349998.50486593455,1423291.192378553,F003208,2653188.3032877953,2024-12-15,96.71599677609464,60.13549197837233
A003209,Cash,1918538.4874935297,1663756.6609538633,F003209,822711.690457434,2028-05-25,54.965836506280674,43.71458722441331
A003210,Government Bond,4722975.978452712,714263.5262092315,F003210,1546989.645922352,2023-02-17,54.9413318138038,85.6801912029852
A003211,Cash,1346093.8835753428,686750.3746492377,F003211,4395939.750119636,2021-07-14,88.61770135419087,39.691975939960116
A003212,Cash,211865.15813773972,282446.6624368256,F003212,4561316.973838841,2027-09-25,95.65698789492848,95.79624680958521
A003213,Government Bond,3230751.5463412325,1602317.350992246,F003213,352396.59450660786,2023-06-19,73.79345520887043,21.118066256645076
A003214,Corporate Bond,1902337.629634994,1316418.8921656958,F003214,981456.0815769538,2029-02-19,67.74107781088412,59.03078265863957
A003215,Cash,3705283.7991198385,74311.5757621082,F003215,2668026.5294349245,2029-08-02,52.06841673314699,75.4396107142498
A003216,Government Bond,1303003.508590576,1904472.0179135667,F003216,3088725.8537650234,2026-11-09,67.03849198986566,84.75388337458753
A003217,Government Bond,3537144.493256874,467108.4536806786,F003217,2051004.7783902378,2025-04-05,74.88407215281987,40.70892358954485
A003218,Cash,4308395.2641093,1402290.5932344256,F003218,4917911.7355070645,2020-11-10,80.70830830388626,38.032948683552206
