Capital_ID,Capital_Amount,Deduction_Amount,Exposure_ID,Exposure_Amount,Risk_Weight,Transaction_ID,Transaction_Amount,AML_Flag,Contract_ID,Rate_Type,Loss_Amount,Risk_Score,Revenue_Amount,Loss_Event_ID,Stress_Scenario_ID
C005512,8336308.388911191,124000.94446905474,E005512,3988692.96232622,115.5208004001543,T005512,485601.31770629995,Pass,CON005512,SOFR,377394.58350699424,67.33284229465295,19794493.657006163,LE005512,S2
C005513,6671439.381312861,770586.4117961113,E005513,1965247.0760554997,140.1926651340728,T005513,810881.096962268,Pass,CON005513,SOFR,116467.69609422325,61.716628487898305,39462656.41759765,LE005513,S3
C005514,1083638.0442372886,461624.01825909904,E005514,4153785.7732005124,52.85819718660329,T005514,673293.9975751989,Pass,CON005514,SOFR,476944.2409268633,52.9289283488812,30250866.929127917,LE005514,S2
C005515,2376687.3903459604,490902.6362073835,E005515,550949.2675668262,127.38916527016501,T005515,357787.4737726935,Pass,CON005515,SOFR,11595.97150901498,81.59652104555452,35362467.475395024,LE005515,S2
C005516,7190642.135624705,988028.4611427984,E005516,3006099.0338142724,64.27482505557576,T005516,228409.8325732167,Pass,CON005516,SOFR,66246.55368783377,75.56079718279219,66326303.69809528,LE005516,S3
C005517,1569996.5310195943,267959.3904060942,E005517,1200106.0103822197,62.27824508297433,T005517,134247.19441186744,Pass,CON005517,LIBOR,385248.5899142246,80.10698649367308,44358185.6393065,LE005517,S2
C005518,5670457.091961305,985480.722727194,E005518,3265989.2884723637,126.86968922995413,T005518,20569.5543525879,Pass,CON005518,SOFR,196563.79015117564,83.9177792853793,79569312.53159398,LE005518,S1
C005519,5637935.611679313,459349.73826481594,E005519,1041618.7797602188,77.62299483502119,T005519,444370.7682622463,Pass,CON005519,SOFR,337920.48241272406,83.60094171987774,94582698.3777274,LE005519,S2
C005520,7089880.36437595,774776.7782141581,E005520,3298025.551125099,57.122437599920424,T005520,444985.53644024377,Pass,CON005520,SOFR,21896.86300061322,55.07306380130731,58597824.85920135,LE005520,S3
C005521,6648119.803744741,4992.680836511831,E005521,3582508.877289074,124.76570030074349,T005521,138296.22510604194,Pass,CON005521,SOFR,7247.846246015599,72.82676382008631,47113026.92834622,LE005521,S1
C005522,6341992.771894383,348985.9811085555,E005522,4849431.093006947,45.23429601138388,T005522,338170.8146183418,Pass,CON005522,SOFR,369716.31359523523,70.79326131596548,16481629.947441814,LE005522,S2
C005523,1307085.8542918614,862598.6383572672,E005523,4655866.413233872,52.949415406579305,T005523,942486.4650311648,Pass,CON005523,SOFR,345540.34786681033,92.15665210051529,23083896.655093536,LE005523,S3
C005524,2672135.454959159,419279.4144377219,E005524,1546534.6106585865,81.11024703364247,T005524,842079.5052000222,Pass,CON005524,SOFR,42626.620503444516,89.39294967666865,26709253.571647715,LE005524,S2
C005525,5428126.9521718295,745604.1154548735,E005525,65622.85655680345,89.88404873102773,T005525,125368.88733261939,Pass,CON005525,LIBOR,486407.89745577006,80.33551061536629,94709877.5141132,LE005525,S3
C005526,2178413.941340113,985040.9875430308,E005526,318995.5758577037,36.59186198025202,T005526,430596.9388580377,Pass,CON005526,SOFR,16706.955209053576,92.19637016079392,31491824.662059076,LE005526,S1
C005527,7537956.811959008,97931.65959093564,E005527,3961693.076313379,115.44640944450391,T005527,749481.4435323972,Pass,CON005527,SOFR,155749.0530656961,78.67348228450493,84038023.80626851,LE005527,S1
C005528,1732084.725494732,357417.2666257693,E005528,1307384.9710412074,63.361301804489685,T005528,519656.73742080946,Pass,CON005528,SOFR,94115.5228487528,82.73680888348697,62815712.63088079,LE005528,S2
C005529,4217578.927077341,870104.2741178415,E005529,673811.0861426179,60.82246632878723,T005529,823791.4973622104,Pass,CON005529,SOFR,211787.3771455373,92.75040859292824,41292605.04926647,LE005529,S1
C005530,9439995.656169837,174790.2208470339,E005530,1840922.2131959354,82.7116674304388,T005530,720857.780417889,Pass,CON005530,SOFR,71977.78386666492,79.82267397153325,32825545.283782892,LE005530,S2
C005531,9447897.488023827,692221.2675824462,E005531,3721942.953279872,42.37080062326944,T005531,454151.63143709727,Pass,CON005531,SOFR,408047.22259965737,94.59773630925568,9470750.77425232,LE005531,S1
C005532,9612442.667880395,252670.36508948347,E005532,2222604.774890176,71.33566607676087,T005532,648479.1357568351,Pass,CON005532,SOFR,435012.46775575675,64.18746938339436,87836384.42802878,LE005532,S2
C005533,9781723.25704877,765037.2354848938,E005533,804472.9031509272,97.96727244756893,T005533,22914.27083114803,Pass,CON005533,SOFR,249207.9512284994,54.43098056060513,46255405.477548614,LE005533,S2
C005534,5454715.6034677215,43539.259818673236,E005534,704373.3752911926,71.78619402768709,T005534,974868.4209728234,Pass,CON005534,SOFR,319514.8138846713,95.52757077146595,40438582.18180615,LE005534,S2
C005535,649164.101189456,859135.8796252294,E005535,3628774.8693867284,51.996134105722135,T005535,22649.454861898786,Pass,CON005535,SOFR,311665.27409718983,75.38390553134532,67068250.88560358,LE005535,S1
C005536,9330241.39146123,860539.6563009031,E005536,1541979.0234672232,57.98368519975391,T005536,655830.29747759,Pass,CON005536,SOFR,151768.30096058824,74.80675854487808,17553216.911041893,LE005536,S1
C005537,830745.229506532,111477.85289693091,E005537,3372531.4239567663,93.20495327508078,T005537,581369.8488051881,Fail,CON005537,SOFR,57208.88560665299,76.32840198829463,74962111.86680448,LE005537,S2
C005538,4352110.454773406,612031.0846219481,E005538,3161281.8172522644,63.15894841263056,T005538,119881.03050565449,Pass,CON005538,SOFR,301047.67685380444,65.27688671730202,21462639.78039801,LE005538,S1
C005539,6825276.322656616,30850.510888290384,E005539,4050175.144233261,112.11561536650487,T005539,905563.3974131823,Pass,CON005539,SOFR,140135.9399721162,68.50239406733156,85424714.93691385,LE005539,S1
C005540,1358610.7764379387,802809.4535519028,E005540,4531989.171287534,50.79777871788538,T005540,976940.8341559103,Pass,CON005540,SOFR,199469.01365417114,76.26195632437334,25339262.167673018,LE005540,S2
C005541,8520067.186271032,766451.2907444177,E005541,2477809.341991721,53.49127679685016,T005541,743628.764231592,Pass,CON005541,SOFR,477927.748107558,63.79539945941568,64189242.69500355,LE005541,S3
C005542,582235.44300579,541750.9192171511,E005542,4364978.831445452,42.11977023654806,T005542,234596.61536354406,Pass,CON005542,SOFR,328405.84153113066,64.25468478645482,79958696.43592317,LE005542,S2
C005543,1085739.8672977905,47921.352666590814,E005543,4521433.374930976,87.51684457690867,T005543,15347.028002139114,Pass,CON005543,SOFR,423238.8742082318,94.01759036006021,68046308.15959358,LE005543,S1
C005544,8670898.327323157,609743.5492471486,E005544,2843500.0355328093,77.18416816402868,T005544,961888.961414928,Pass,CON005544,SOFR,54917.94989630555,82.32061083383805,80980906.25660518,LE005544,S3
C005545,1469017.5520980554,177104.60389945615,E005545,980086.4696333983,37.21517809223077,T005545,524770.7493200997,Pass,CON005545,SOFR,86336.70463867932,94.80308565579739,21011494.558208577,LE005545,S2
C005546,3656944.8455633186,626836.9435100736,E005546,2403339.844360816,21.458189612737335,T005546,835713.6638683714,Pass,CON005546,SOFR,36176.98084498222,75.2530384219812,40841798.710834056,LE005546,S3
C005547,1308729.2188466776,724221.2132736612,E005547,1014611.1240300419,35.748459096277365,T005547,818429.1557443757,Pass,CON005547,SOFR,473431.7367732149,84.47786760607296,83757058.25129335,LE005547,S2
C005548,1188869.6651545041,854184.40645734,E005548,1807640.0457033247,79.35485199211848,T005548,887086.852689873,Pass,CON005548,SOFR,489789.62034684594,56.3934432226223,99524727.25276494,LE005548,S3
C005549,4756274.389704204,389895.0909211575,E005549,710635.4725462224,73.2325458001361,T005549,199254.18534115757,Pass,CON005549,SOFR,273435.84102488303,93.92131517301577,6096456.0673330035,LE005549,S1
C005550,3070580.7655205852,871826.6632018434,E005550,4342102.431602591,20.511464975270496,T005550,390113.09235391463,Pass,CON005550,SOFR,158529.04001835716,77.68203565489492,77649492.94340853,LE005550,S1
C005551,4957261.400696506,623563.500659885,E005551,4952756.825024739,82.38443112476287,T005551,198930.9667076781,Pass,CON005551,SOFR,368361.0287109554,85.46163598645727,70137389.64683421,LE005551,S2
C005552,5306421.440521803,703458.5744804434,E005552,1712386.8370681312,72.15083888507596,T005552,693373.1236506143,Pass,CON005552,SOFR,3928.705134776889,79.01380174764469,95220975.07808706,LE005552,S3
C005553,7498439.514835242,982543.5051140765,E005553,2206805.2618971597,80.4002819125584,T005553,608670.825886683,Pass,CON005553,SOFR,323098.20457897254,61.881276128085375,49953462.325468406,LE005553,S2
C005554,6996911.852365491,423.54605204020237,E005554,4922649.028358982,114.77277959469143,T005554,327502.21251886716,Pass,CON005554,SOFR,482468.5529186303,86.54510811032455,30990250.752669353,LE005554,S3
C005555,4263984.556297328,640749.1213802132,E005555,4895395.547569072,123.74279380677764,T005555,118171.17811278584,Pass,CON005555,SOFR,116797.72403944765,92.436332482181,72894819.64482947,LE005555,S3
C005556,1609155.2587397152,976642.1045440546,E005556,862557.030189999,127.24329017452582,T005556,232787.4365261489,Pass,CON005556,SOFR,324283.0517112358,68.72293642535517,82176601.95413488,LE005556,S3
C005557,7621993.900270738,706876.363037776,E005557,3580426.4890454803,137.8797319871137,T005557,557144.0409744729,Fail,CON005557,SOFR,403706.3532106748,56.177794678326805,8305785.858323863,LE005557,S3
C005558,5370354.458706433,15000.024343862717,E005558,3174368.61200043,91.44619688742604,T005558,812191.4102735925,Pass,CON005558,SOFR,367741.8538441848,87.07092622805334,33480862.78747269,LE005558,S3
C005559,5332122.002208882,889905.6871820472,E005559,3962407.4617807996,67.63616132850146,T005559,203089.58399389582,Pass,CON005559,SOFR,220063.42957158608,80.29658600574871,71010933.67821032,LE005559,S2
C005560,1885040.993621125,807531.7128765205,E005560,1928904.7946234536,23.284421249772407,T005560,879921.6497433912,Pass,CON005560,SOFR,68767.01015104831,55.953534872202425,99149142.79613888,LE005560,S3
C005561,8569856.608509583,451612.5897051363,E005561,1673080.5778215367,133.94571641051783,T005561,319830.1075839556,Pass,CON005561,SOFR,413389.7829838053,85.7840356359586,10470722.58912026,LE005561,S3
C005562,1738076.28064419,862367.7390896012,E005562,2336368.1139292116,48.231676876156584,T005562,889018.6302187206,Pass,CON005562,SOFR,328387.18540053495,70.1053630358769,99068135.45183711,LE005562,S1
C005563,5991151.36475992,600108.4845977806,E005563,4335440.951574911,113.9859774747164,T005563,281730.6509656381,Pass,CON005563,SOFR,62701.17390727065,63.02975091750102,39910345.23605259,LE005563,S3
C005564,4505496.083873222,442463.1079005752,E005564,4194419.54263249,33.257878991345535,T005564,627241.4035651489,Pass,CON005564,SOFR,378811.9927483362,83.78774984316138,98953456.02138698,LE005564,S2
C005565,9895207.047857549,652917.3883019979,E005565,1972415.5965014633,138.23289594366503,T005565,369070.95718151703,Pass,CON005565,SOFR,357655.5816509955,76.88086041533921,69034029.30775411,LE005565,S2
C005566,4539030.312895587,989470.7962726234,E005566,3624047.932540204,62.7799330247314,T005566,897561.6411983324,Pass,CON005566,SOFR,19188.96768669165,81.97027422576993,73164665.53898004,LE005566,S2
C005567,3256194.5745395063,793350.1538265541,E005567,3916192.4019406685,23.184229787566384,T005567,86795.11931037987,Pass,CON005567,SOFR,442556.0551572644,84.4922277046895,16469831.686114518,LE005567,S3
C005568,3211378.166046927,816449.0280819015,E005568,3558812.4126413455,39.58658215343661,T005568,722725.8049457468,Pass,CON005568,SOFR,370719.64932737325,53.67874727963327,11569875.449333193,LE005568,S2
C005569,8856738.947985202,726449.9049748704,E005569,2970942.9921439295,66.60481565304843,T005569,486161.9488142358,Pass,CON005569,SOFR,135308.09341074812,71.10552796511854,4328692.178003017,LE005569,S1
C005570,6684104.805867109,149434.35584081456,E005570,1882565.797972025,63.78641090915472,T005570,521324.9089105679,Pass,CON005570,SOFR,353374.85867681855,75.48873768050007,19812011.867604107,LE005570,S3
C005571,7522689.753000242,813925.2545448142,E005571,3951284.425632851,35.34608944641611,T005571,491607.4691269784,Pass,CON005571,SOFR,32696.587958627453,81.35050891261078,94731107.3381515,LE005571,S3
C005572,9023575.234293891,648523.6574330514,E005572,3739260.1883691256,63.40855145184952,T005572,542017.1501077296,Fail,CON005572,SOFR,354723.2662232379,51.43402707010181,16283587.292730339,LE005572,S1
C005573,2199431.760699218,778882.1193471098,E005573,1275812.9415504956,64.66082343999398,T005573,428571.2526364631,Pass,CON005573,SOFR,184060.55084439038,54.92059995714344,49317980.65906527,LE005573,S1
C005574,6296133.158976024,258568.98149236385,E005574,3520564.411662923,116.52304354586089,T005574,316898.00103039213,Pass,CON005574,SOFR,330754.3746957582,67.79341282593136,20674381.985556547,LE005574,S3
C005575,7896981.458588027,937796.4056177469,E005575,203538.7355570907,24.578468416237776,T005575,726721.2636750684,Pass,CON005575,SOFR,218181.2949252614,80.44706658557706,9035569.405691622,LE005575,S2
C005576,8005124.12865748,668465.4190454911,E005576,1402410.5153327086,39.34928381712929,T005576,759187.8254927265,Pass,CON005576,SOFR,119183.66552499798,74.18183105811579,54529467.48897088,LE005576,S2
C005577,3574239.0036304933,597223.7843873838,E005577,4497404.226434004,46.718430635042836,T005577,899811.4949492662,Pass,CON005577,LIBOR,260934.58381163148,76.96571515752048,73512155.71183522,LE005577,S1
C005578,3775750.79554081,591469.4586840852,E005578,1924130.3757564842,75.37019734041556,T005578,418631.69497994595,Pass,CON005578,SOFR,367664.9539715251,75.91541195586859,87860850.58162713,LE005578,S3
C005579,1962097.4778074028,169904.22492182377,E005579,1768214.521381294,36.387046853604865,T005579,952004.2352467492,Pass,CON005579,SOFR,130063.33247331098,63.27021586267998,55880587.91750466,LE005579,S3
C005580,7240916.651687325,955005.136937868,E005580,1035568.5213412993,20.244687385400418,T005580,767689.9509928111,Pass,CON005580,SOFR,393188.93907464977,93.45568447531974,94233334.8001244,LE005580,S2
C005581,7028160.674510623,335967.5662993477,E005581,2626378.4202070944,122.29620228107203,T005581,618682.2437163692,Fail,CON005581,SOFR,339073.9861504986,84.7946102161595,35980572.54279937,LE005581,S1
C005582,7102341.380844548,655378.2116532421,E005582,3685998.2905310458,42.516758461102555,T005582,83111.17368236819,Pass,CON005582,SOFR,472138.7650271665,57.70906723260394,84055724.56867704,LE005582,S3
C005583,4476844.071773116,412118.18705818837,E005583,3560209.370722088,132.8932714924637,T005583,946373.3661660999,Pass,CON005583,LIBOR,449071.35132035677,56.5758833858,1091329.315742677,LE005583,S3
C005584,9434364.995960936,126161.14978915894,E005584,2756573.9215111854,126.69137227382612,T005584,83327.32427532038,Pass,CON005584,SOFR,256973.6655672683,56.15130579320052,44604435.54606619,LE005584,S3
C005585,8862343.889730876,493018.50611748075,E005585,3124843.021195498,56.383071302694844,T005585,505289.8275744231,Pass,CON005585,SOFR,69676.08399818209,56.82109132762065,34671482.714916945,LE005585,S1
C005586,4820476.865531608,794854.6521700749,E005586,2112890.388251996,55.624058178841246,T005586,139036.4768557714,Pass,CON005586,SOFR,43796.01855003723,99.72314156141704,31235790.179432906,LE005586,S3
C005587,678357.33716632,729527.1108650584,E005587,3340968.537567055,67.67532367409864,T005587,648077.5982602192,Pass,CON005587,SOFR,337589.93827821565,69.05135943435769,52340016.37349369,LE005587,S3
C005588,8431314.392595476,207103.66457730578,E005588,1278068.1662652616,123.73789534632606,T005588,914774.2791761347,Fail,CON005588,SOFR,125112.38662479313,79.83428123374505,20402820.428266637,LE005588,S3
C005589,7664959.58702867,780500.4993761368,E005589,4546601.554639217,40.23690614429572,T005589,146528.79217277776,Pass,CON005589,SOFR,50454.7562523755,53.225378913617774,82250814.66788393,LE005589,S1
C005590,6782950.135612704,90858.37597965985,E005590,408580.5345282069,86.36688582130151,T005590,814453.228545615,Pass,CON005590,SOFR,170048.08334835496,80.10321024296327,92860865.41234691,LE005590,S3
C005591,7107088.918617387,864513.1562058924,E005591,3192238.034890515,57.15133349663179,T005591,435581.5309954853,Pass,CON005591,SOFR,105269.49609354879,65.42340889554883,63876499.023176424,LE005591,S2
C005592,6729845.733088179,117314.3130099723,E005592,63534.813497669056,92.0198060803673,T005592,512060.67133380123,Pass,CON005592,SOFR,123441.26106815068,77.34298073394245,67170644.66123867,LE005592,S3
C005593,6996871.859858173,632538.6122112498,E005593,3931794.86937242,48.12010275390275,T005593,537716.1970423906,Pass,CON005593,SOFR,282634.5545330034,63.14946959655463,46893112.20435028,LE005593,S2
C005594,9576199.112513328,108298.29504342147,E005594,3179214.810585135,113.12187220858206,T005594,863729.2858752206,Pass,CON005594,SOFR,345749.3357402999,56.08605879741289,48072563.501946,LE005594,S1
C005595,3692727.789912783,879470.8763254323,E005595,3033558.8744607456,87.36331499012776,T005595,975502.5722693864,Pass,CON005595,SOFR,419170.1779785473,95.30235031721296,1829229.2102672947,LE005595,S2
C005596,3438521.215946061,769471.3793379402,E005596,906009.3762512723,108.72232280827038,T005596,820568.6287826758,Pass,CON005596,SOFR,356698.14570638916,99.45702542658205,48116037.17612451,LE005596,S3
C005597,9965573.849642275,335603.6968589756,E005597,1620545.215145436,45.059117820921514,T005597,389082.7989625051,Pass,CON005597,SOFR,117308.0517098989,67.09448637034377,42053090.419862226,LE005597,S2
C005598,7304357.430058805,893870.8219879966,E005598,2082506.3733506608,100.65176862031068,T005598,565501.3422138977,Pass,CON005598,SOFR,316899.2097583485,85.51526292244753,80760128.86052726,LE005598,S2
C005599,836908.7385534368,85839.0903321612,E005599,3040568.053360736,105.89538721666524,T005599,307572.80296444765,Pass,CON005599,SOFR,456688.9306010276,92.43495315848588,94903761.78270368,LE005599,S2
C005600,7972582.425101156,453926.9553473785,E005600,3975062.331278946,120.85927036677852,T005600,418419.202899377,Pass,CON005600,SOFR,366208.67923090176,64.6281080776391,34838526.737946294,LE005600,S1
C005601,6858836.412639884,151465.53005619158,E005601,454913.89616790577,50.74547373802257,T005601,757406.214057961,Pass,CON005601,SOFR,17312.513443808795,96.17543437143274,4360815.490290242,LE005601,S3
C005602,8021887.3109792685,285801.18017180957,E005602,4141182.5082689533,84.27054502977148,T005602,951402.8167863266,Pass,CON005602,SOFR,168280.91689386393,98.83535330640885,66380535.75738297,LE005602,S2
C005603,3648261.49834404,844946.0070693309,E005603,4180035.715118871,49.90775963447361,T005603,215747.4770696906,Pass,CON005603,LIBOR,106578.89760122802,51.660904791081265,30570692.724199,LE005603,S1
C005604,5936105.570674728,807557.997526892,E005604,1833607.206162263,139.57230988515158,T005604,906763.7367453496,Pass,CON005604,LIBOR,465646.1964064143,59.8745412025419,72791731.91665927,LE005604,S2
C005605,8051517.5377834495,644539.258854452,E005605,2697779.1452939096,32.91262842623077,T005605,23194.153656819995,Pass,CON005605,SOFR,195587.60120825787,60.49606626736846,88546641.25989029,LE005605,S2
C005606,6771416.381627424,101130.53859482857,E005606,1054559.121069766,70.90973244538296,T005606,697500.3144089837,Pass,CON005606,SOFR,352481.8400036696,50.51790956502374,60732293.96225498,LE005606,S3
C005607,6892514.444946105,523764.32146031305,E005607,2960476.7169125085,34.29408219560207,T005607,585578.8784725558,Pass,CON005607,SOFR,5794.478285365223,58.081196731731744,67799279.58932208,LE005607,S2
C005608,8391531.032959327,901827.4636393168,E005608,1402800.2313845279,100.47044941223714,T005608,900522.1023174515,Pass,CON005608,SOFR,286883.76326253946,51.13782910617221,54135072.75923959,LE005608,S2
C005609,2432655.243618634,720466.490595376,E005609,1040595.4706149903,101.60729116215761,T005609,771887.621022202,Pass,CON005609,SOFR,165796.77220734695,63.040920098243184,34863278.5458766,LE005609,S2
C005610,6514232.625736581,724906.2327647303,E005610,4863224.243053034,147.04198387716605,T005610,593125.3147581188,Pass,CON005610,SOFR,316619.3061245216,62.66289817626644,14335895.30414727,LE005610,S2
C005611,7582342.125040829,291131.37862837233,E005611,4598050.73378998,96.48598747398678,T005611,470585.0384479658,Pass,CON005611,SOFR,384861.6361999662,92.44288754661218,81362851.2487947,LE005611,S1
C005612,4542417.218171712,365218.8181426588,E005612,1504068.1043391032,119.4539768248221,T005612,664874.3883384473,Pass,CON005612,SOFR,259931.9806071713,81.4050419783571,19073237.23096054,LE005612,S2
C005613,1891817.920508193,868126.8123114621,E005613,2725045.9028190533,58.939230567133656,T005613,362707.0498614783,Pass,CON005613,SOFR,214076.95823674827,58.06075344401417,89189627.9066497,LE005613,S2
C005614,3582169.1571247904,913541.2487126031,E005614,3186309.9225625712,90.27871656098297,T005614,255699.1964911476,Pass,CON005614,SOFR,462660.84846142604,92.52707360156114,81333785.86288221,LE005614,S2
C005615,8338337.111372471,701295.0290941602,E005615,1388326.8841969378,120.84697509729071,T005615,894769.7303368647,Pass,CON005615,SOFR,173304.3676379094,81.09165256043887,28346970.261960812,LE005615,S3
C005616,4139811.2521240925,277554.109299722,E005616,4147230.2302855914,121.49183068489974,T005616,376791.0644083786,Pass,CON005616,SOFR,204471.24356843455,73.66063198813659,24722416.66872315,LE005616,S2
C005617,9754501.816909926,498848.2178142001,E005617,836081.8569183798,123.52916596650357,T005617,830441.658545104,Pass,CON005617,SOFR,131509.28977323507,58.69704427504098,44016697.50585049,LE005617,S3
C005618,1943685.0169730177,831200.4818664524,E005618,2709007.1200490436,89.66430234350587,T005618,31700.3736136957,Fail,CON005618,SOFR,234589.48775644263,90.36634545059735,23798385.260738738,LE005618,S1
C005619,4257960.425024619,853056.5515545476,E005619,4344090.872280945,40.56031334769365,T005619,868244.9105488154,Pass,CON005619,SOFR,261360.33355951717,73.8941025209802,21377150.48297824,LE005619,S2
C005620,976393.7285279325,6279.456690537532,E005620,4344867.364785948,101.80393965917608,T005620,374918.348657083,Fail,CON005620,SOFR,312126.47842386627,98.7171288270577,84576218.80201714,LE005620,S3
C005621,3297940.98766723,37260.052865951795,E005621,3875654.6790555487,35.68007327171915,T005621,753596.434213145,Pass,CON005621,SOFR,248548.7680691477,65.48870488124088,40566843.59598813,LE005621,S2
C005622,8852419.41871524,918728.1842458606,E005622,756730.4260404495,42.239672480177774,T005622,685141.7041020052,Pass,CON005622,SOFR,355822.17760504555,83.16888716563211,9807548.620618042,LE005622,S2
C005623,1789947.998421357,862833.6925647928,E005623,3606181.4562821854,116.32571405884802,T005623,719902.7590126559,Pass,CON005623,SOFR,287449.46876734565,77.32181769053558,26024625.38335654,LE005623,S1
C005624,6619360.057330661,278162.9242971566,E005624,4254184.816845379,77.94728762997048,T005624,714438.7851078442,Pass,CON005624,SOFR,350680.5689354106,58.015939818249294,41372968.17309309,LE005624,S2
C005625,6175248.524604219,334155.1558575495,E005625,465455.46390675573,107.7849979233318,T005625,860862.379945814,Pass,CON005625,SOFR,166386.2766696499,85.45044836827041,1410928.1351453965,LE005625,S1
C005626,2614849.838671475,532406.6061771857,E005626,119767.72742648235,102.64603354964831,T005626,95581.20925850335,Pass,CON005626,SOFR,429898.46917617804,74.9958274276453,48410920.38207628,LE005626,S2
C005627,4347935.96515448,618201.9512578322,E005627,4453401.6275665825,141.41403316590498,T005627,159930.69310404817,Pass,CON005627,SOFR,24775.21244327929,53.05839976955396,3745685.834177869,LE005627,S1
C005628,218894.14187841443,49296.48039618739,E005628,1967311.9799855633,50.021089305378155,T005628,891540.8435671026,Pass,CON005628,SOFR,329867.57771322405,75.25264160963206,27362444.598296832,LE005628,S2
C005629,3777554.7998064207,8256.995044662262,E005629,25721.825150919532,48.62583403994769,T005629,543402.5624096097,Pass,CON005629,SOFR,405070.47103549755,94.96480621361943,10856277.990552055,LE005629,S1
C005630,4115774.5443795477,319645.90723307774,E005630,4724992.473516211,147.31855492774622,T005630,877936.8148365945,Pass,CON005630,SOFR,112826.60132084927,64.17360423070409,70924926.56766939,LE005630,S1
C005631,1153973.5506732985,847336.5480854975,E005631,1762136.5348723743,31.978450751091266,T005631,81601.67940619643,Pass,CON005631,SOFR,88483.39107992698,97.42800889701236,90182318.24511945,LE005631,S1
C005632,8785165.07130882,427463.83002049936,E005632,3279772.151204337,109.58840287455243,T005632,409211.2534758625,Pass,CON005632,SOFR,385510.2546927214,69.07535474960824,26662476.607841395,LE005632,S3
C005633,2330043.8689758372,316941.59697197453,E005633,3004374.297632865,42.54907116645403,T005633,846218.4478799145,Pass,CON005633,SOFR,22911.78680101735,65.0072277729495,10258539.865229866,LE005633,S1
C005634,7826247.48660372,492575.8126489882,E005634,3883435.4249389027,92.2809742000917,T005634,974149.7760793706,Pass,CON005634,SOFR,344163.0556266763,53.068328001894486,34096778.26149203,LE005634,S1
C005635,4516872.057986427,257918.92774945768,E005635,2775252.2865919676,137.1898374304808,T005635,213738.49295403663,Pass,CON005635,SOFR,277757.65313250764,85.52698898597535,51006298.11909999,LE005635,S3
C005636,8444872.041428588,593695.0691582878,E005636,2929026.7565456037,35.10550558140197,T005636,71612.94764710168,Pass,CON005636,SOFR,361026.98556553613,88.8188644681936,2916792.1751927873,LE005636,S3
C005637,5564133.597587025,232989.2606517351,E005637,1301609.8906380846,77.98574419656792,T005637,708294.0423085332,Pass,CON005637,SOFR,52581.920260203915,75.55247455149924,40473086.19834017,LE005637,S3
C005638,9845625.927835645,214940.4815426741,E005638,1898486.7621443898,88.3713357468661,T005638,648568.2884238571,Pass,CON005638,SOFR,163773.19401589796,51.05546079373277,86964051.89924832,LE005638,S2
C005639,6693874.583254613,862134.1375292438,E005639,112600.68684576837,65.3769837677263,T005639,523214.42622620426,Pass,CON005639,SOFR,118711.84524982226,73.81936628272157,8752264.376363125,LE005639,S1
C005640,3969915.4815896535,813924.9504573364,E005640,2724741.156870706,26.103002066176067,T005640,19449.026664132783,Pass,CON005640,SOFR,119577.46050034795,57.69442036954419,18452025.94035402,LE005640,S1
C005641,2367071.309602246,575664.7319274432,E005641,1914440.6920052634,109.29504612373466,T005641,579405.1213956081,Pass,CON005641,SOFR,227310.86505618552,96.09079299481482,92900082.2004372,LE005641,S1
C005642,6699019.022015936,639448.8602274755,E005642,2298351.232518074,88.41392904202554,T005642,724365.0577243109,Pass,CON005642,LIBOR,280471.6672255156,51.59412098336398,91250803.12155163,LE005642,S1
C005643,632806.5670624959,401242.0857835683,E005643,4796101.243489013,37.10640644313601,T005643,296322.6982431937,Pass,CON005643,SOFR,90450.47002344753,99.17436978977005,24581445.993358552,LE005643,S3
C005644,2081863.65165138,941350.728431463,E005644,2069803.7883351236,119.88773128256449,T005644,572167.9046053573,Pass,CON005644,SOFR,181377.7905411798,91.83975210844952,26014661.78883993,LE005644,S3
C005645,6976336.6230565645,627569.4763673684,E005645,4880060.622625782,146.44170495848383,T005645,40358.17921573833,Pass,CON005645,SOFR,273877.81508103554,85.80242232730666,95857854.89534183,LE005645,S3
C005646,1904176.531067918,630581.6178407785,E005646,1242446.2636726568,98.52389745073347,T005646,727169.3871435148,Pass,CON005646,SOFR,40086.24770908376,83.95148562532196,32518877.8576164,LE005646,S3
C005647,2873037.5001966674,842897.8077464775,E005647,405090.1641252651,30.381387588863248,T005647,652570.2738202958,Pass,CON005647,SOFR,12528.298838253848,92.3264111813685,18288565.935484264,LE005647,S1
C005648,3340086.8864017543,173512.4671461107,E005648,4315584.025072971,20.60689172302565,T005648,245712.21062069162,Pass,CON005648,SOFR,321522.7746605704,66.33559610161274,87758623.64563777,LE005648,S3
C005649,5891976.146046449,119243.94002803152,E005649,165439.00893746663,145.2346844740366,T005649,801111.5566593601,Pass,CON005649,SOFR,200338.4023993418,84.54774821109365,33165739.22663307,LE005649,S3
C005650,3360821.6335864533,36133.09254332298,E005650,2603070.138371451,75.969735766107,T005650,7350.325655143176,Pass,CON005650,SOFR,287545.2441447688,93.36716224955947,22851370.820710655,LE005650,S3
C005651,3395129.9202841492,583293.4922392585,E005651,2486495.9489522246,128.85083161378446,T005651,873888.4587305563,Pass,CON005651,SOFR,421000.33052112244,55.181925996158895,98129101.2525709,LE005651,S2
